period,dma,source,sales
2016-01-03,"NEW YORK, NY",CABLE STORE,187
2016-01-03,"NEW YORK, NY",CRC,135
2016-01-03,"NEW YORK, NY",FIELD TECH,24
2016-01-03,"NEW YORK, NY",INBOUND,10132
2016-01-03,"NEW YORK, NY",INPERSON,667
2016-01-03,"NEW YORK, NY",OTHER,303
2016-01-03,"NEW YORK, NY",OUTBOUND,410
2016-01-03,"NEW YORK, NY",WEB SITE,230
2016-01-10,"NEW YORK, NY",CABLE STORE,170
2016-01-10,"NEW YORK, NY",CRC,134
2016-01-10,"NEW YORK, NY",FIELD TECH,20
2016-01-10,"NEW YORK, NY",INBOUND,9024
2016-01-10,"NEW YORK, NY",INPERSON,679
2016-01-10,"NEW YORK, NY",OTHER,371
2016-01-10,"NEW YORK, NY",OUTBOUND,367
2016-01-10,"NEW YORK, NY",WEB SITE,197
2016-01-17,"NEW YORK, NY",CABLE STORE,114
2016-01-17,"NEW YORK, NY",CRC,110
2016-01-17,"NEW YORK, NY",FIELD TECH,18
2016-01-17,"NEW YORK, NY",INBOUND,7739
2016-01-17,"NEW YORK, NY",INPERSON,494
2016-01-17,"NEW YORK, NY",OTHER,193
2016-01-17,"NEW YORK, NY",OUTBOUND,314
2016-01-17,"NEW YORK, NY",WEB SITE,183
2016-01-24,"NEW YORK, NY",CABLE STORE,180
2016-01-24,"NEW YORK, NY",CRC,118
2016-01-24,"NEW YORK, NY",FIELD TECH,25
2016-01-24,"NEW YORK, NY",INBOUND,10314
2016-01-24,"NEW YORK, NY",INPERSON,580
2016-01-24,"NEW YORK, NY",OTHER,253
2016-01-24,"NEW YORK, NY",OUTBOUND,417
2016-01-24,"NEW YORK, NY",WEB SITE,209
2016-01-31,"NEW YORK, NY",CRC,25
2016-01-31,"NEW YORK, NY",FIELD TECH,4
2016-01-31,"NEW YORK, NY",INBOUND,1005
2016-01-31,"NEW YORK, NY",INPERSON,10
2016-01-31,"NEW YORK, NY",WEB SITE,39
2016-01-31,"NEW YORK, NY",CABLE STORE,192
2016-01-31,"NEW YORK, NY",CRC,167
2016-01-31,"NEW YORK, NY",FIELD TECH,21
2016-01-31,"NEW YORK, NY",INBOUND,9525
2016-01-31,"NEW YORK, NY",INPERSON,677
2016-01-31,"NEW YORK, NY",IO CONVERTER,1
2016-01-31,"NEW YORK, NY",OTHER,265
2016-01-31,"NEW YORK, NY",OUTBOUND,470
2016-01-31,"NEW YORK, NY",WEB SITE,153
2016-02-07,"NEW YORK, NY",CABLE STORE,218
2016-02-07,"NEW YORK, NY",CRC,135
2016-02-07,"NEW YORK, NY",FIELD TECH,20
2016-02-07,"NEW YORK, NY",INBOUND,10234
2016-02-07,"NEW YORK, NY",INPERSON,593
2016-02-07,"NEW YORK, NY",OTHER,211
2016-02-07,"NEW YORK, NY",OUTBOUND,457
2016-02-07,"NEW YORK, NY",WEB SITE,107
2016-02-14,"NEW YORK, NY",CABLE STORE,210
2016-02-14,"NEW YORK, NY",CRC,149
2016-02-14,"NEW YORK, NY",FIELD TECH,38
2016-02-14,"NEW YORK, NY",INBOUND,9541
2016-02-14,"NEW YORK, NY",INPERSON,589
2016-02-14,"NEW YORK, NY",OTHER,154
2016-02-14,"NEW YORK, NY",OUTBOUND,405
2016-02-14,"NEW YORK, NY",WEB SITE,155
2016-02-21,"NEW YORK, NY",CABLE STORE,231
2016-02-21,"NEW YORK, NY",CRC,155
2016-02-21,"NEW YORK, NY",FIELD TECH,29
2016-02-21,"NEW YORK, NY",INBOUND,10806
2016-02-21,"NEW YORK, NY",INPERSON,613
2016-02-21,"NEW YORK, NY",OTHER,221
2016-02-21,"NEW YORK, NY",OUTBOUND,427
2016-02-21,"NEW YORK, NY",WEB SITE,203
2016-02-28,"NEW YORK, NY",CABLE STORE,43
2016-02-28,"NEW YORK, NY",CRC,75
2016-02-28,"NEW YORK, NY",FIELD TECH,8
2016-02-28,"NEW YORK, NY",INBOUND,3250
2016-02-28,"NEW YORK, NY",INPERSON,97
2016-02-28,"NEW YORK, NY",OTHER,64
2016-02-28,"NEW YORK, NY",OUTBOUND,102
2016-02-28,"NEW YORK, NY",WEB SITE,44
2016-02-28,"NEW YORK, NY",CABLE STORE,184
2016-02-28,"NEW YORK, NY",CRC,113
2016-02-28,"NEW YORK, NY",FIELD TECH,23
2016-02-28,"NEW YORK, NY",INBOUND,8448
2016-02-28,"NEW YORK, NY",INPERSON,577
2016-02-28,"NEW YORK, NY",OTHER,182
2016-02-28,"NEW YORK, NY",OUTBOUND,331
2016-02-28,"NEW YORK, NY",WEB SITE,89
2016-03-06,"NEW YORK, NY",CABLE STORE,219
2016-03-06,"NEW YORK, NY",CRC,132
2016-03-06,"NEW YORK, NY",FIELD TECH,23
2016-03-06,"NEW YORK, NY",INBOUND,9689
2016-03-06,"NEW YORK, NY",INPERSON,736
2016-03-06,"NEW YORK, NY",OTHER,259
2016-03-06,"NEW YORK, NY",OUTBOUND,389
2016-03-06,"NEW YORK, NY",WEB SITE,139
2016-03-13,"NEW YORK, NY",CABLE STORE,204
2016-03-13,"NEW YORK, NY",CRC,111
2016-03-13,"NEW YORK, NY",FIELD TECH,25
2016-03-13,"NEW YORK, NY",INBOUND,9346
2016-03-13,"NEW YORK, NY",INPERSON,789
2016-03-13,"NEW YORK, NY",OTHER,153
2016-03-13,"NEW YORK, NY",OUTBOUND,371
2016-03-13,"NEW YORK, NY",WEB SITE,128
2016-03-20,"NEW YORK, NY",CABLE STORE,199
2016-03-20,"NEW YORK, NY",CRC,107
2016-03-20,"NEW YORK, NY",FIELD TECH,19
2016-03-20,"NEW YORK, NY",INBOUND,8796
2016-03-20,"NEW YORK, NY",INPERSON,705
2016-03-20,"NEW YORK, NY",OTHER,246
2016-03-20,"NEW YORK, NY",OUTBOUND,307
2016-03-20,"NEW YORK, NY",WEB SITE,227
2016-03-27,"NEW YORK, NY",CABLE STORE,133
2016-03-27,"NEW YORK, NY",CRC,92
2016-03-27,"NEW YORK, NY",FIELD TECH,27
2016-03-27,"NEW YORK, NY",INBOUND,8098
2016-03-27,"NEW YORK, NY",INPERSON,432
2016-03-27,"NEW YORK, NY",OTHER,383
2016-03-27,"NEW YORK, NY",OUTBOUND,204
2016-03-27,"NEW YORK, NY",WEB SITE,252
2016-03-27,"NEW YORK, NY",CABLE STORE,85
2016-03-27,"NEW YORK, NY",CRC,34
2016-03-27,"NEW YORK, NY",FIELD TECH,11
2016-03-27,"NEW YORK, NY",INBOUND,3018
2016-03-27,"NEW YORK, NY",INPERSON,158
2016-03-27,"NEW YORK, NY",OTHER,32
2016-03-27,"NEW YORK, NY",OUTBOUND,77
2016-03-27,"NEW YORK, NY",WEB SITE,72
2016-04-03,"NEW YORK, NY",CABLE STORE,223
2016-04-03,"NEW YORK, NY",CRC,134
2016-04-03,"NEW YORK, NY",FIELD TECH,38
2016-04-03,"NEW YORK, NY",INBOUND,9655
2016-04-03,"NEW YORK, NY",INPERSON,638
2016-04-03,"NEW YORK, NY",OTHER,315
2016-04-03,"NEW YORK, NY",OUTBOUND,287
2016-04-03,"NEW YORK, NY",WEB SITE,306
2016-04-10,"NEW YORK, NY",CABLE STORE,206
2016-04-10,"NEW YORK, NY",CRC,109
2016-04-10,"NEW YORK, NY",FIELD TECH,21
2016-04-10,"NEW YORK, NY",INBOUND,9057
2016-04-10,"NEW YORK, NY",INPERSON,744
2016-04-10,"NEW YORK, NY",OTHER,261
2016-04-10,"NEW YORK, NY",OUTBOUND,357
2016-04-10,"NEW YORK, NY",WEB SITE,307
2016-04-17,"NEW YORK, NY",CABLE STORE,214
2016-04-17,"NEW YORK, NY",CRC,86
2016-04-17,"NEW YORK, NY",FIELD TECH,20
2016-04-17,"NEW YORK, NY",INBOUND,9228
2016-04-17,"NEW YORK, NY",INPERSON,747
2016-04-17,"NEW YORK, NY",OTHER,227
2016-04-17,"NEW YORK, NY",OUTBOUND,342
2016-04-17,"NEW YORK, NY",WEB SITE,267
2016-04-24,"NEW YORK, NY",CABLE STORE,223
2016-04-24,"NEW YORK, NY",CRC,135
2016-04-24,"NEW YORK, NY",FIELD TECH,27
2016-04-24,"NEW YORK, NY",INBOUND,11613
2016-04-24,"NEW YORK, NY",INPERSON,607
2016-04-24,"NEW YORK, NY",OTHER,269
2016-04-24,"NEW YORK, NY",OUTBOUND,290
2016-04-24,"NEW YORK, NY",WEB SITE,357
2016-05-01,"NEW YORK, NY",CABLE STORE,249
2016-05-01,"NEW YORK, NY",CRC,137
2016-05-01,"NEW YORK, NY",FIELD TECH,32
2016-05-01,"NEW YORK, NY",INBOUND,11399
2016-05-01,"NEW YORK, NY",INPERSON,721
2016-05-01,"NEW YORK, NY",OTHER,226
2016-05-01,"NEW YORK, NY",OUTBOUND,370
2016-05-01,"NEW YORK, NY",WEB SITE,348
2016-05-08,"NEW YORK, NY",CABLE STORE,236
2016-05-08,"NEW YORK, NY",CRC,120
2016-05-08,"NEW YORK, NY",FIELD TECH,32
2016-05-08,"NEW YORK, NY",INBOUND,10423
2016-05-08,"NEW YORK, NY",INPERSON,796
2016-05-08,"NEW YORK, NY",OTHER,221
2016-05-08,"NEW YORK, NY",OUTBOUND,292
2016-05-08,"NEW YORK, NY",WEB SITE,321
2016-05-15,"NEW YORK, NY",CABLE STORE,281
2016-05-15,"NEW YORK, NY",CRC,161
2016-05-15,"NEW YORK, NY",FIELD TECH,18
2016-05-15,"NEW YORK, NY",INBOUND,10966
2016-05-15,"NEW YORK, NY",INPERSON,748
2016-05-15,"NEW YORK, NY",OTHER,226
2016-05-15,"NEW YORK, NY",OUTBOUND,275
2016-05-15,"NEW YORK, NY",WEB SITE,406
2016-05-22,"NEW YORK, NY",CABLE STORE,362
2016-05-22,"NEW YORK, NY",CRC,128
2016-05-22,"NEW YORK, NY",FIELD TECH,31
2016-05-22,"NEW YORK, NY",INBOUND,11644
2016-05-22,"NEW YORK, NY",INPERSON,672
2016-05-22,"NEW YORK, NY",OTHER,259
2016-05-22,"NEW YORK, NY",OUTBOUND,335
2016-05-22,"NEW YORK, NY",WEB SITE,439
2016-05-29,"NEW YORK, NY",CABLE STORE,62
2016-05-29,"NEW YORK, NY",CRC,66
2016-05-29,"NEW YORK, NY",FIELD TECH,5
2016-05-29,"NEW YORK, NY",INBOUND,4531
2016-05-29,"NEW YORK, NY",INPERSON,104
2016-05-29,"NEW YORK, NY",OTHER,53
2016-05-29,"NEW YORK, NY",OUTBOUND,62
2016-05-29,"NEW YORK, NY",WEB SITE,204
2016-05-29,"NEW YORK, NY",CABLE STORE,194
2016-05-29,"NEW YORK, NY",CRC,93
2016-05-29,"NEW YORK, NY",FIELD TECH,20
2016-05-29,"NEW YORK, NY",INBOUND,7337
2016-05-29,"NEW YORK, NY",INPERSON,444
2016-05-29,"NEW YORK, NY",OTHER,167
2016-05-29,"NEW YORK, NY",OUTBOUND,195
2016-05-29,"NEW YORK, NY",WEB SITE,249
2016-06-05,"NEW YORK, NY",CABLE STORE,221
2016-06-05,"NEW YORK, NY",CRC,127
2016-06-05,"NEW YORK, NY",FIELD TECH,47
2016-06-05,"NEW YORK, NY",INBOUND,10194
2016-06-05,"NEW YORK, NY",INPERSON,732
2016-06-05,"NEW YORK, NY",OTHER,274
2016-06-05,"NEW YORK, NY",OUTBOUND,337
2016-06-05,"NEW YORK, NY",WEB SITE,338
2016-06-12,"NEW YORK, NY",CABLE STORE,191
2016-06-12,"NEW YORK, NY",CRC,137
2016-06-12,"NEW YORK, NY",FIELD TECH,17
2016-06-12,"NEW YORK, NY",INBOUND,9762
2016-06-12,"NEW YORK, NY",INPERSON,705
2016-06-12,"NEW YORK, NY",OTHER,193
2016-06-12,"NEW YORK, NY",OUTBOUND,353
2016-06-12,"NEW YORK, NY",WEB SITE,253
2016-06-19,"NEW YORK, NY",CABLE STORE,202
2016-06-19,"NEW YORK, NY",CRC,130
2016-06-19,"NEW YORK, NY",FIELD TECH,32
2016-06-19,"NEW YORK, NY",INBOUND,10166
2016-06-19,"NEW YORK, NY",INPERSON,711
2016-06-19,"NEW YORK, NY",OTHER,199
2016-06-19,"NEW YORK, NY",OUTBOUND,337
2016-06-19,"NEW YORK, NY",WEB SITE,259
2016-06-26,"NEW YORK, NY",CABLE STORE,198
2016-06-26,"NEW YORK, NY",CRC,114
2016-06-26,"NEW YORK, NY",FIELD TECH,22
2016-06-26,"NEW YORK, NY",INBOUND,9728
2016-06-26,"NEW YORK, NY",INPERSON,411
2016-06-26,"NEW YORK, NY",OTHER,203
2016-06-26,"NEW YORK, NY",OUTBOUND,279
2016-06-26,"NEW YORK, NY",WEB SITE,261
2016-06-26,"NEW YORK, NY",CABLE STORE,98
2016-06-26,"NEW YORK, NY",CRC,58
2016-06-26,"NEW YORK, NY",FIELD TECH,14
2016-06-26,"NEW YORK, NY",INBOUND,3193
2016-06-26,"NEW YORK, NY",INPERSON,158
2016-06-26,"NEW YORK, NY",OTHER,21
2016-06-26,"NEW YORK, NY",OUTBOUND,69
2016-06-26,"NEW YORK, NY",WEB SITE,86
2016-07-03,"NEW YORK, NY",CABLE STORE,162
2016-07-03,"NEW YORK, NY",CRC,151
2016-07-03,"NEW YORK, NY",FIELD TECH,21
2016-07-03,"NEW YORK, NY",INBOUND,9993
2016-07-03,"NEW YORK, NY",INPERSON,580
2016-07-03,"NEW YORK, NY",OTHER,228
2016-07-03,"NEW YORK, NY",OUTBOUND,348
2016-07-03,"NEW YORK, NY",WEB SITE,268
2016-07-10,"NEW YORK, NY",CABLE STORE,171
2016-07-10,"NEW YORK, NY",CRC,135
2016-07-10,"NEW YORK, NY",FIELD TECH,36
2016-07-10,"NEW YORK, NY",INBOUND,10855
2016-07-10,"NEW YORK, NY",INPERSON,746
2016-07-10,"NEW YORK, NY",OTHER,217
2016-07-10,"NEW YORK, NY",OUTBOUND,343
2016-07-10,"NEW YORK, NY",WEB SITE,268
2016-07-17,"NEW YORK, NY",CABLE STORE,155
2016-07-17,"NEW YORK, NY",CRC,144
2016-07-17,"NEW YORK, NY",FIELD TECH,30
2016-07-17,"NEW YORK, NY",INBOUND,10222
2016-07-17,"NEW YORK, NY",INPERSON,813
2016-07-17,"NEW YORK, NY",OTHER,218
2016-07-17,"NEW YORK, NY",OUTBOUND,345
2016-07-17,"NEW YORK, NY",WEB SITE,234
2016-07-24,"NEW YORK, NY",CABLE STORE,219
2016-07-24,"NEW YORK, NY",CRC,153
2016-07-24,"NEW YORK, NY",FIELD TECH,20
2016-07-24,"NEW YORK, NY",INBOUND,12087
2016-07-24,"NEW YORK, NY",INPERSON,617
2016-07-24,"NEW YORK, NY",OTHER,349
2016-07-24,"NEW YORK, NY",OUTBOUND,373
2016-07-24,"NEW YORK, NY",WEB SITE,327
2016-07-31,"NEW YORK, NY",CRC,29
2016-07-31,"NEW YORK, NY",FIELD TECH,7
2016-07-31,"NEW YORK, NY",INBOUND,1194
2016-07-31,"NEW YORK, NY",WEB SITE,53
2016-07-31,"NEW YORK, NY",NULL,13764
2016-08-07,"NEW YORK, NY",NULL,12532
2016-08-14,"NEW YORK, NY",NULL,12292
2016-08-21,"NEW YORK, NY",NULL,13648
2016-08-28,"NEW YORK, NY",NULL,9719
2016-08-28,"NEW YORK, NY",CABLE STORE,143
2016-08-28,"NEW YORK, NY",CRC,88
2016-08-28,"NEW YORK, NY",FIELD TECH,23
2016-08-28,"NEW YORK, NY",INBOUND,5594
2016-08-28,"NEW YORK, NY",INPERSON,313
2016-08-28,"NEW YORK, NY",OTHER,116
2016-08-28,"NEW YORK, NY",OUTBOUND,162
2016-08-28,"NEW YORK, NY",WEB SITE,191
2016-09-04,"NEW YORK, NY",CABLE STORE,215
2016-09-04,"NEW YORK, NY",CRC,155
2016-09-04,"NEW YORK, NY",FIELD TECH,48
2016-09-04,"NEW YORK, NY",INBOUND,10510
2016-09-04,"NEW YORK, NY",INPERSON,675
2016-09-04,"NEW YORK, NY",OTHER,228
2016-09-04,"NEW YORK, NY",OUTBOUND,235
2016-09-04,"NEW YORK, NY",WEB SITE,371
2016-09-11,"NEW YORK, NY",CABLE STORE,219
2016-09-11,"NEW YORK, NY",CRC,155
2016-09-11,"NEW YORK, NY",FIELD TECH,41
2016-09-11,"NEW YORK, NY",INBOUND,10344
2016-09-11,"NEW YORK, NY",INPERSON,792
2016-09-11,"NEW YORK, NY",OTHER,251
2016-09-11,"NEW YORK, NY",OUTBOUND,311
2016-09-11,"NEW YORK, NY",WEB SITE,273
2016-09-18,"NEW YORK, NY",CABLE STORE,194
2016-09-18,"NEW YORK, NY",CRC,133
2016-09-18,"NEW YORK, NY",FIELD TECH,52
2016-09-18,"NEW YORK, NY",INBOUND,10626
2016-09-18,"NEW YORK, NY",INPERSON,773
2016-09-18,"NEW YORK, NY",OTHER,239
2016-09-18,"NEW YORK, NY",OUTBOUND,322
2016-09-18,"NEW YORK, NY",WEB SITE,348
2016-09-25,"NEW YORK, NY",CABLE STORE,188
2016-09-25,"NEW YORK, NY",CRC,105
2016-09-25,"NEW YORK, NY",FIELD TECH,35
2016-09-25,"NEW YORK, NY",INBOUND,10606
2016-09-25,"NEW YORK, NY",INPERSON,600
2016-09-25,"NEW YORK, NY",OTHER,287
2016-09-25,"NEW YORK, NY",OUTBOUND,326
2016-09-25,"NEW YORK, NY",WEB SITE,294
2016-09-25,"NEW YORK, NY",CABLE STORE,40
2016-09-25,"NEW YORK, NY",CRC,32
2016-09-25,"NEW YORK, NY",FIELD TECH,7
2016-09-25,"NEW YORK, NY",INBOUND,1413
2016-09-25,"NEW YORK, NY",INPERSON,113
2016-09-25,"NEW YORK, NY",OTHER,5
2016-09-25,"NEW YORK, NY",OUTBOUND,24
2016-09-25,"NEW YORK, NY",WEB SITE,40
2016-10-02,"NEW YORK, NY",CABLE STORE,249
2016-10-02,"NEW YORK, NY",CRC,130
2016-10-02,"NEW YORK, NY",FIELD TECH,51
2016-10-02,"NEW YORK, NY",INBOUND,10411
2016-10-02,"NEW YORK, NY",INPERSON,829
2016-10-02,"NEW YORK, NY",OTHER,349
2016-10-02,"NEW YORK, NY",OUTBOUND,406
2016-10-02,"NEW YORK, NY",WEB SITE,289
2016-10-09,"NEW YORK, NY",CABLE STORE,191
2016-10-09,"NEW YORK, NY",CRC,95
2016-10-09,"NEW YORK, NY",FIELD TECH,21
2016-10-09,"NEW YORK, NY",INBOUND,9067
2016-10-09,"NEW YORK, NY",INPERSON,802
2016-10-09,"NEW YORK, NY",OTHER,191
2016-10-09,"NEW YORK, NY",OUTBOUND,300
2016-10-09,"NEW YORK, NY",WEB SITE,284
2016-10-16,"NEW YORK, NY",CABLE STORE,177
2016-10-16,"NEW YORK, NY",CRC,96
2016-10-16,"NEW YORK, NY",FIELD TECH,37
2016-10-16,"NEW YORK, NY",INBOUND,8996
2016-10-16,"NEW YORK, NY",INPERSON,845
2016-10-16,"NEW YORK, NY",OTHER,323
2016-10-16,"NEW YORK, NY",OUTBOUND,318
2016-10-16,"NEW YORK, NY",WEB SITE,270
2016-10-23,"NEW YORK, NY",CABLE STORE,207
2016-10-23,"NEW YORK, NY",CRC,86
2016-10-23,"NEW YORK, NY",FIELD TECH,38
2016-10-23,"NEW YORK, NY",INBOUND,10241
2016-10-23,"NEW YORK, NY",INPERSON,737
2016-10-23,"NEW YORK, NY",OTHER,196
2016-10-23,"NEW YORK, NY",OUTBOUND,329
2016-10-23,"NEW YORK, NY",WEB SITE,269
2016-10-30,"NEW YORK, NY",CABLE STORE,44
2016-10-30,"NEW YORK, NY",CRC,44
2016-10-30,"NEW YORK, NY",FIELD TECH,6
2016-10-30,"NEW YORK, NY",INBOUND,2993
2016-10-30,"NEW YORK, NY",INPERSON,74
2016-10-30,"NEW YORK, NY",OTHER,76
2016-10-30,"NEW YORK, NY",OUTBOUND,54
2016-10-30,"NEW YORK, NY",WEB SITE,86
2016-10-30,"NEW YORK, NY",CABLE STORE,198
2016-10-30,"NEW YORK, NY",CRC,77
2016-10-30,"NEW YORK, NY",FIELD TECH,45
2016-10-30,"NEW YORK, NY",INBOUND,8066
2016-10-30,"NEW YORK, NY",INPERSON,653
2016-10-30,"NEW YORK, NY",OTHER,159
2016-10-30,"NEW YORK, NY",OUTBOUND,233
2016-10-30,"NEW YORK, NY",WEB SITE,213
2016-11-06,"NEW YORK, NY",CABLE STORE,227
2016-11-06,"NEW YORK, NY",CRC,92
2016-11-06,"NEW YORK, NY",FIELD TECH,42
2016-11-06,"NEW YORK, NY",INBOUND,9040
2016-11-06,"NEW YORK, NY",INPERSON,843
2016-11-06,"NEW YORK, NY",OTHER,174
2016-11-06,"NEW YORK, NY",OUTBOUND,280
2016-11-06,"NEW YORK, NY",WEB SITE,235
2016-11-13,"NEW YORK, NY",CABLE STORE,215
2016-11-13,"NEW YORK, NY",CRC,105
2016-11-13,"NEW YORK, NY",FIELD TECH,26
2016-11-13,"NEW YORK, NY",INBOUND,9510
2016-11-13,"NEW YORK, NY",INPERSON,866
2016-11-13,"NEW YORK, NY",OTHER,177
2016-11-13,"NEW YORK, NY",OUTBOUND,266
2016-11-13,"NEW YORK, NY",WEB SITE,259
2016-11-20,"NEW YORK, NY",CABLE STORE,172
2016-11-20,"NEW YORK, NY",CRC,88
2016-11-20,"NEW YORK, NY",FIELD TECH,21
2016-11-20,"NEW YORK, NY",INBOUND,8002
2016-11-20,"NEW YORK, NY",INPERSON,499
2016-11-20,"NEW YORK, NY",OTHER,100
2016-11-20,"NEW YORK, NY",OUTBOUND,179
2016-11-20,"NEW YORK, NY",WEB SITE,218
2016-11-27,"NEW YORK, NY",CABLE STORE,117
2016-11-27,"NEW YORK, NY",CRC,49
2016-11-27,"NEW YORK, NY",FIELD TECH,12
2016-11-27,"NEW YORK, NY",INBOUND,7122
2016-11-27,"NEW YORK, NY",INPERSON,342
2016-11-27,"NEW YORK, NY",OTHER,168
2016-11-27,"NEW YORK, NY",OUTBOUND,177
2016-11-27,"NEW YORK, NY",WEB SITE,201
2016-11-27,"NEW YORK, NY",CABLE STORE,147
2016-11-27,"NEW YORK, NY",CRC,76
2016-11-27,"NEW YORK, NY",FIELD TECH,28
2016-11-27,"NEW YORK, NY",INBOUND,4894
2016-11-27,"NEW YORK, NY",INPERSON,410
2016-11-27,"NEW YORK, NY",OTHER,60
2016-11-27,"NEW YORK, NY",OUTBOUND,120
2016-11-27,"NEW YORK, NY",WEB SITE,141
2016-12-04,"NEW YORK, NY",CABLE STORE,193
2016-12-04,"NEW YORK, NY",CRC,97
2016-12-04,"NEW YORK, NY",FIELD TECH,52
2016-12-04,"NEW YORK, NY",INBOUND,9670
2016-12-04,"NEW YORK, NY",INPERSON,940
2016-12-04,"NEW YORK, NY",OTHER,326
2016-12-04,"NEW YORK, NY",OUTBOUND,285
2016-12-04,"NEW YORK, NY",WEB SITE,272
2016-12-11,"NEW YORK, NY",CABLE STORE,192
2016-12-11,"NEW YORK, NY",CRC,81
2016-12-11,"NEW YORK, NY",FIELD TECH,25
2016-12-11,"NEW YORK, NY",INBOUND,9225
2016-12-11,"NEW YORK, NY",INPERSON,830
2016-12-11,"NEW YORK, NY",OTHER,171
2016-12-11,"NEW YORK, NY",OUTBOUND,284
2016-12-11,"NEW YORK, NY",WEB SITE,248
2016-12-18,"NEW YORK, NY",CABLE STORE,178
2016-12-18,"NEW YORK, NY",CRC,99
2016-12-18,"NEW YORK, NY",FIELD TECH,30
2016-12-18,"NEW YORK, NY",INBOUND,8412
2016-12-18,"NEW YORK, NY",INPERSON,630
2016-12-18,"NEW YORK, NY",OTHER,159
2016-12-18,"NEW YORK, NY",OUTBOUND,230
2016-12-18,"NEW YORK, NY",WEB SITE,229
2016-12-25,"NEW YORK, NY",CABLE STORE,191
2016-12-25,"NEW YORK, NY",CRC,86
2016-12-25,"NEW YORK, NY",FIELD TECH,28
2016-12-25,"NEW YORK, NY",INBOUND,9523
2016-12-25,"NEW YORK, NY",INPERSON,527
2016-12-25,"NEW YORK, NY",OTHER,108
2016-12-25,"NEW YORK, NY",OUTBOUND,162
2016-12-25,"NEW YORK, NY",WEB SITE,291
2017-01-01,"NEW YORK, NY",CABLE STORE,188
2017-01-01,"NEW YORK, NY",CRC,110
2017-01-01,"NEW YORK, NY",FIELD TECH,22
2017-01-01,"NEW YORK, NY",INBOUND,9054
2017-01-01,"NEW YORK, NY",INPERSON,698
2017-01-01,"NEW YORK, NY",OTHER,169
2017-01-01,"NEW YORK, NY",OUTBOUND,255
2017-01-01,"NEW YORK, NY",RETENTION,176
2017-01-01,"NEW YORK, NY",WEB SITE,974
2017-01-08,"NEW YORK, NY",CABLE STORE,214
2017-01-08,"NEW YORK, NY",CRC,105
2017-01-08,"NEW YORK, NY",FIELD TECH,30
2017-01-08,"NEW YORK, NY",INBOUND,8162
2017-01-08,"NEW YORK, NY",INPERSON,898
2017-01-08,"NEW YORK, NY",OTHER,173
2017-01-08,"NEW YORK, NY",OUTBOUND,234
2017-01-08,"NEW YORK, NY",RETENTION,192
2017-01-08,"NEW YORK, NY",WEB SITE,1715
2017-01-15,"NEW YORK, NY",CABLE STORE,191
2017-01-15,"NEW YORK, NY",CRC,96
2017-01-15,"NEW YORK, NY",FIELD TECH,31
2017-01-15,"NEW YORK, NY",INBOUND,7893
2017-01-15,"NEW YORK, NY",INPERSON,840
2017-01-15,"NEW YORK, NY",OTHER,164
2017-01-15,"NEW YORK, NY",OUTBOUND,237
2017-01-15,"NEW YORK, NY",RETENTION,144
2017-01-15,"NEW YORK, NY",WEB SITE,1661
2017-01-22,"NEW YORK, NY",CABLE STORE,212
2017-01-22,"NEW YORK, NY",CRC,105
2017-01-22,"NEW YORK, NY",FIELD TECH,31
2017-01-22,"NEW YORK, NY",INBOUND,9199
2017-01-22,"NEW YORK, NY",INPERSON,902
2017-01-22,"NEW YORK, NY",OTHER,212
2017-01-22,"NEW YORK, NY",OUTBOUND,300
2017-01-22,"NEW YORK, NY",RETENTION,193
2017-01-22,"NEW YORK, NY",WEB SITE,1758
2017-01-29,"NEW YORK, NY",CABLE STORE,84
2017-01-29,"NEW YORK, NY",CRC,48
2017-01-29,"NEW YORK, NY",FIELD TECH,17
2017-01-29,"NEW YORK, NY",INBOUND,4658
2017-01-29,"NEW YORK, NY",INPERSON,286
2017-01-29,"NEW YORK, NY",OTHER,84
2017-01-29,"NEW YORK, NY",OUTBOUND,130
2017-01-29,"NEW YORK, NY",RETENTION,112
2017-01-29,"NEW YORK, NY",WEB SITE,972
2017-01-29,"NEW YORK, NY",CABLE STORE,185
2017-01-29,"NEW YORK, NY",CRC,74
2017-01-29,"NEW YORK, NY",FIELD TECH,24
2017-01-29,"NEW YORK, NY",INBOUND,5848
2017-01-29,"NEW YORK, NY",INPERSON,651
2017-01-29,"NEW YORK, NY",OTHER,92
2017-01-29,"NEW YORK, NY",OUTBOUND,237
2017-01-29,"NEW YORK, NY",RETENTION,122
2017-01-29,"NEW YORK, NY",WEB SITE,1292
2017-02-05,"NEW YORK, NY",CABLE STORE,201
2017-02-05,"NEW YORK, NY",CRC,96
2017-02-05,"NEW YORK, NY",FIELD TECH,22
2017-02-05,"NEW YORK, NY",INBOUND,8227
2017-02-05,"NEW YORK, NY",INPERSON,928
2017-02-05,"NEW YORK, NY",OTHER,191
2017-02-05,"NEW YORK, NY",OUTBOUND,288
2017-02-05,"NEW YORK, NY",RETENTION,173
2017-02-05,"NEW YORK, NY",WEB SITE,2166
2017-02-12,"NEW YORK, NY",CABLE STORE,207
2017-02-12,"NEW YORK, NY",CRC,98
2017-02-12,"NEW YORK, NY",FIELD TECH,22
2017-02-12,"NEW YORK, NY",INBOUND,8207
2017-02-12,"NEW YORK, NY",INPERSON,839
2017-02-12,"NEW YORK, NY",OTHER,240
2017-02-12,"NEW YORK, NY",OUTBOUND,264
