period,dma,source,sales
2018-01-21,"NEW YORK, NY",WEB SITE,3264
2018-01-28,"NEW YORK, NY",CABLE STORE,149
2018-01-28,"NEW YORK, NY",CRC,27
2018-01-28,"NEW YORK, NY",FIELD TECH,7
2018-01-28,"NEW YORK, NY",INBOUND,4528
2018-01-28,"NEW YORK, NY",INPERSON,457
2018-01-28,"NEW YORK, NY",OTHER,125
2018-01-28,"NEW YORK, NY",OUTBOUND,129
2018-01-28,"NEW YORK, NY",RETENTION,106
2018-01-28,"NEW YORK, NY",WEB SITE,2122
2018-01-28,"NEW YORK, NY",CABLE STORE,163
2018-01-28,"NEW YORK, NY",CRC,52
2018-01-28,"NEW YORK, NY",FIELD TECH,12
2018-01-28,"NEW YORK, NY",INBOUND,3299
2018-01-28,"NEW YORK, NY",INPERSON,471
2018-01-28,"NEW YORK, NY",OTHER,79
2018-01-28,"NEW YORK, NY",OUTBOUND,86
2018-01-28,"NEW YORK, NY",RETENTION,64
2018-01-28,"NEW YORK, NY",WEB SITE,1379
2018-02-04,"NEW YORK, NY",CABLE STORE,302
2018-02-04,"NEW YORK, NY",CRC,78
2018-02-04,"NEW YORK, NY",FIELD TECH,15
2018-02-04,"NEW YORK, NY",INBOUND,6690
2018-02-04,"NEW YORK, NY",INPERSON,970
2018-02-04,"NEW YORK, NY",OTHER,183
2018-02-04,"NEW YORK, NY",OUTBOUND,228
2018-02-04,"NEW YORK, NY",RETENTION,95
2018-02-04,"NEW YORK, NY",WEB SITE,2975
2018-02-11,"NEW YORK, NY",CABLE STORE,273
2018-02-11,"NEW YORK, NY",CRC,53
2018-02-11,"NEW YORK, NY",FIELD TECH,13
2018-02-11,"NEW YORK, NY",INBOUND,5955
2018-02-11,"NEW YORK, NY",INPERSON,1018
2018-02-11,"NEW YORK, NY",OTHER,132
2018-02-11,"NEW YORK, NY",OUTBOUND,194
2018-02-11,"NEW YORK, NY",RETENTION,87
2018-02-11,"NEW YORK, NY",WEB SITE,2813
2018-02-18,"NEW YORK, NY",CABLE STORE,378
2018-02-18,"NEW YORK, NY",CRC,86
2018-02-18,"NEW YORK, NY",FIELD TECH,9
2018-02-18,"NEW YORK, NY",INBOUND,7122
2018-02-18,"NEW YORK, NY",INPERSON,1038
2018-02-18,"NEW YORK, NY",OTHER,172
2018-02-18,"NEW YORK, NY",OUTBOUND,179
2018-02-18,"NEW YORK, NY",RETENTION,137
2018-02-18,"NEW YORK, NY",WEB SITE,3389
2018-02-25,"NEW YORK, NY",CABLE STORE,224
2018-02-25,"NEW YORK, NY",CRC,46
2018-02-25,"NEW YORK, NY",FIELD TECH,5
2018-02-25,"NEW YORK, NY",INBOUND,5032
2018-02-25,"NEW YORK, NY",INPERSON,462
2018-02-25,"NEW YORK, NY",OTHER,122
2018-02-25,"NEW YORK, NY",OUTBOUND,89
2018-02-25,"NEW YORK, NY",RETENTION,113
2018-02-25,"NEW YORK, NY",WEB SITE,2337
2018-02-25,"NEW YORK, NY",CABLE STORE,213
2018-02-25,"NEW YORK, NY",CRC,47
2018-02-25,"NEW YORK, NY",FIELD TECH,7
2018-02-25,"NEW YORK, NY",INBOUND,3491
2018-02-25,"NEW YORK, NY",INPERSON,505
2018-02-25,"NEW YORK, NY",OTHER,85
2018-02-25,"NEW YORK, NY",OUTBOUND,57
2018-02-25,"NEW YORK, NY",RETENTION,66
2018-02-25,"NEW YORK, NY",WEB SITE,1601
2018-03-04,"NEW YORK, NY",CABLE STORE,368
2018-03-04,"NEW YORK, NY",CRC,80
2018-03-04,"NEW YORK, NY",FIELD TECH,17
2018-03-04,"NEW YORK, NY",INBOUND,6819
2018-03-04,"NEW YORK, NY",INPERSON,1000
2018-03-04,"NEW YORK, NY",OTHER,160
2018-03-04,"NEW YORK, NY",OUTBOUND,144
2018-03-04,"NEW YORK, NY",RETENTION,133
2018-03-04,"NEW YORK, NY",WEB SITE,3382
2018-03-11,"NEW YORK, NY",CABLE STORE,332
2018-03-11,"NEW YORK, NY",CRC,64
2018-03-11,"NEW YORK, NY",FIELD TECH,17
2018-03-11,"NEW YORK, NY",INBOUND,6840
2018-03-11,"NEW YORK, NY",INPERSON,1166
2018-03-11,"NEW YORK, NY",OTHER,219
2018-03-11,"NEW YORK, NY",OUTBOUND,174
2018-03-11,"NEW YORK, NY",RETENTION,101
2018-03-11,"NEW YORK, NY",WEB SITE,3163
2018-03-18,"NEW YORK, NY",CABLE STORE,305
2018-03-18,"NEW YORK, NY",CRC,71
2018-03-18,"NEW YORK, NY",FIELD TECH,9
2018-03-18,"NEW YORK, NY",INBOUND,6564
2018-03-18,"NEW YORK, NY",INPERSON,942
2018-03-18,"NEW YORK, NY",OTHER,198
2018-03-18,"NEW YORK, NY",OUTBOUND,154
2018-03-18,"NEW YORK, NY",RETENTION,114
2018-03-18,"NEW YORK, NY",WEB SITE,3121
2018-03-25,"NEW YORK, NY",CABLE STORE,341
2018-03-25,"NEW YORK, NY",CRC,45
2018-03-25,"NEW YORK, NY",FIELD TECH,10
2018-03-25,"NEW YORK, NY",INBOUND,7730
2018-03-25,"NEW YORK, NY",INPERSON,972
2018-03-25,"NEW YORK, NY",OTHER,201
2018-03-25,"NEW YORK, NY",OUTBOUND,163
2018-03-25,"NEW YORK, NY",RETENTION,183
2018-03-25,"NEW YORK, NY",WEB SITE,3356
2018-04-01,"NEW YORK, NY",CABLE STORE,384
2018-04-01,"NEW YORK, NY",CRC,68
2018-04-01,"NEW YORK, NY",FIELD TECH,18
2018-04-01,"NEW YORK, NY",INBOUND,7223
2018-04-01,"NEW YORK, NY",INPERSON,930
2018-04-01,"NEW YORK, NY",OTHER,151
2018-04-01,"NEW YORK, NY",OUTBOUND,125
2018-04-01,"NEW YORK, NY",RETENTION,136
2018-04-01,"NEW YORK, NY",WEB SITE,3044
2018-04-08,"NEW YORK, NY",CABLE STORE,346
2018-04-08,"NEW YORK, NY",CRC,65
2018-04-08,"NEW YORK, NY",FIELD TECH,15
2018-04-08,"NEW YORK, NY",INBOUND,6191
2018-04-08,"NEW YORK, NY",INPERSON,1111
2018-04-08,"NEW YORK, NY",OTHER,196
2018-04-08,"NEW YORK, NY",OUTBOUND,171
2018-04-08,"NEW YORK, NY",RETENTION,107
2018-04-08,"NEW YORK, NY",WEB SITE,2680
2018-04-15,"NEW YORK, NY",CABLE STORE,330
2018-04-15,"NEW YORK, NY",CRC,91
2018-04-15,"NEW YORK, NY",FIELD TECH,23
2018-04-15,"NEW YORK, NY",INBOUND,6547
2018-04-15,"NEW YORK, NY",INPERSON,1113
2018-04-15,"NEW YORK, NY",OTHER,236
2018-04-15,"NEW YORK, NY",OUTBOUND,170
2018-04-15,"NEW YORK, NY",RETENTION,109
2018-04-15,"NEW YORK, NY",WEB SITE,2670
2018-04-22,"NEW YORK, NY",CABLE STORE,380
2018-04-22,"NEW YORK, NY",CRC,61
2018-04-22,"NEW YORK, NY",FIELD TECH,21
2018-04-22,"NEW YORK, NY",INBOUND,7356
2018-04-22,"NEW YORK, NY",INPERSON,1049
2018-04-22,"NEW YORK, NY",OTHER,248
2018-04-22,"NEW YORK, NY",OUTBOUND,152
2018-04-22,"NEW YORK, NY",RETENTION,131
2018-04-22,"NEW YORK, NY",WEB SITE,2929
2018-04-29,"NEW YORK, NY",CABLE STORE,88
2018-04-29,"NEW YORK, NY",CRC,13
2018-04-29,"NEW YORK, NY",FIELD TECH,4
2018-04-29,"NEW YORK, NY",INBOUND,2325
2018-04-29,"NEW YORK, NY",INPERSON,151
2018-04-29,"NEW YORK, NY",OTHER,60
2018-04-29,"NEW YORK, NY",OUTBOUND,25
2018-04-29,"NEW YORK, NY",RETENTION,48
2018-04-29,"NEW YORK, NY",WEB SITE,1010
2018-04-29,"NEW YORK, NY",CABLE STORE,347
2018-04-29,"NEW YORK, NY",CRC,64
2018-04-29,"NEW YORK, NY",FIELD TECH,17
2018-04-29,"NEW YORK, NY",INBOUND,5614
2018-04-29,"NEW YORK, NY",INPERSON,921
2018-04-29,"NEW YORK, NY",OTHER,161
2018-04-29,"NEW YORK, NY",OUTBOUND,109
2018-04-29,"NEW YORK, NY",RETENTION,108
2018-04-29,"NEW YORK, NY",WEB SITE,2292
2018-05-06,"NEW YORK, NY",CABLE STORE,387
2018-05-06,"NEW YORK, NY",CRC,56
2018-05-06,"NEW YORK, NY",FIELD TECH,17
2018-05-06,"NEW YORK, NY",INBOUND,7068
2018-05-06,"NEW YORK, NY",INPERSON,1254
2018-05-06,"NEW YORK, NY",OTHER,226
2018-05-06,"NEW YORK, NY",OUTBOUND,113
2018-05-06,"NEW YORK, NY",RETENTION,134
2018-05-06,"NEW YORK, NY",WEB SITE,2861
2018-05-13,"NEW YORK, NY",CABLE STORE,448
2018-05-13,"NEW YORK, NY",CRC,68
2018-05-13,"NEW YORK, NY",FIELD TECH,18
2018-05-13,"NEW YORK, NY",INBOUND,7142
2018-05-13,"NEW YORK, NY",INPERSON,1150
2018-05-13,"NEW YORK, NY",OTHER,191
2018-05-13,"NEW YORK, NY",OUTBOUND,133
2018-05-13,"NEW YORK, NY",RETENTION,123
2018-05-13,"NEW YORK, NY",WEB SITE,2937
2018-05-20,"NEW YORK, NY",CABLE STORE,522
2018-05-20,"NEW YORK, NY",CRC,86
2018-05-20,"NEW YORK, NY",FIELD TECH,15
2018-05-20,"NEW YORK, NY",INBOUND,7241
2018-05-20,"NEW YORK, NY",INPERSON,1056
2018-05-20,"NEW YORK, NY",OTHER,210
2018-05-20,"NEW YORK, NY",OUTBOUND,132
2018-05-20,"NEW YORK, NY",RETENTION,135
2018-05-20,"NEW YORK, NY",WEB SITE,3065
2018-05-27,"NEW YORK, NY",CABLE STORE,243
2018-05-27,"NEW YORK, NY",CRC,45
2018-05-27,"NEW YORK, NY",FIELD TECH,4
2018-05-27,"NEW YORK, NY",INBOUND,5698
2018-05-27,"NEW YORK, NY",INPERSON,471
2018-05-27,"NEW YORK, NY",OTHER,152
2018-05-27,"NEW YORK, NY",OUTBOUND,93
2018-05-27,"NEW YORK, NY",RETENTION,128
2018-05-27,"NEW YORK, NY",WEB SITE,2726
2018-05-27,"NEW YORK, NY",CABLE STORE,176
2018-05-27,"NEW YORK, NY",CRC,21
2018-05-27,"NEW YORK, NY",FIELD TECH,5
2018-05-27,"NEW YORK, NY",INBOUND,2329
2018-05-27,"NEW YORK, NY",INPERSON,298
2018-05-27,"NEW YORK, NY",OTHER,31
2018-05-27,"NEW YORK, NY",OUTBOUND,35
2018-05-27,"NEW YORK, NY",RETENTION,53
2018-05-27,"NEW YORK, NY",WEB SITE,1059
2018-06-03,"NEW YORK, NY",CABLE STORE,436
2018-06-03,"NEW YORK, NY",CRC,81
2018-06-03,"NEW YORK, NY",FIELD TECH,9
2018-06-03,"NEW YORK, NY",INBOUND,7595
2018-06-03,"NEW YORK, NY",INPERSON,1026
2018-06-03,"NEW YORK, NY",OTHER,233
2018-06-03,"NEW YORK, NY",OUTBOUND,160
2018-06-03,"NEW YORK, NY",RETENTION,101
2018-06-03,"NEW YORK, NY",WEB SITE,3403
2018-06-10,"NEW YORK, NY",CABLE STORE,396
2018-06-10,"NEW YORK, NY",CRC,77
2018-06-10,"NEW YORK, NY",FIELD TECH,10
2018-06-10,"NEW YORK, NY",INBOUND,7233
2018-06-10,"NEW YORK, NY",INPERSON,1075
2018-06-10,"NEW YORK, NY",OTHER,347
2018-06-10,"NEW YORK, NY",OUTBOUND,122
2018-06-10,"NEW YORK, NY",RETENTION,113
2018-06-10,"NEW YORK, NY",WEB SITE,3256
2018-06-17,"NEW YORK, NY",CABLE STORE,348
2018-06-17,"NEW YORK, NY",CRC,80
2018-06-17,"NEW YORK, NY",FIELD TECH,14
2018-06-17,"NEW YORK, NY",INBOUND,7085
2018-06-17,"NEW YORK, NY",INPERSON,1074
2018-06-17,"NEW YORK, NY",OTHER,265
2018-06-17,"NEW YORK, NY",OUTBOUND,165
2018-06-17,"NEW YORK, NY",RETENTION,109
2018-06-17,"NEW YORK, NY",WEB SITE,3129
2018-06-24,"NEW YORK, NY",CABLE STORE,431
2018-06-24,"NEW YORK, NY",CRC,100
2018-06-24,"NEW YORK, NY",FIELD TECH,14
2018-06-24,"NEW YORK, NY",INBOUND,8713
2018-06-24,"NEW YORK, NY",INPERSON,985
2018-06-24,"NEW YORK, NY",OTHER,296
2018-06-24,"NEW YORK, NY",OUTBOUND,143
2018-06-24,"NEW YORK, NY",RETENTION,189
2018-06-24,"NEW YORK, NY",WEB SITE,3839
2018-07-01,"NEW YORK, NY",CABLE STORE,431
2018-07-01,"NEW YORK, NY",CRC,76
2018-07-01,"NEW YORK, NY",FIELD TECH,14
2018-07-01,"NEW YORK, NY",INBOUND,7290
2018-07-01,"NEW YORK, NY",INPERSON,850
2018-07-01,"NEW YORK, NY",OTHER,202
2018-07-01,"NEW YORK, NY",OUTBOUND,112
2018-07-01,"NEW YORK, NY",RETENTION,147
2018-07-01,"NEW YORK, NY",WEB SITE,3564
2018-07-08,"NEW YORK, NY",CABLE STORE,328
2018-07-08,"NEW YORK, NY",CRC,114
2018-07-08,"NEW YORK, NY",FIELD TECH,12
2018-07-08,"NEW YORK, NY",INBOUND,7621
2018-07-08,"NEW YORK, NY",INPERSON,1153
2018-07-08,"NEW YORK, NY",OTHER,171
2018-07-08,"NEW YORK, NY",OUTBOUND,139
2018-07-08,"NEW YORK, NY",RETENTION,157
2018-07-08,"NEW YORK, NY",WEB SITE,3342
2018-07-15,"NEW YORK, NY",CABLE STORE,362
2018-07-15,"NEW YORK, NY",CRC,77
2018-07-15,"NEW YORK, NY",FIELD TECH,11
2018-07-15,"NEW YORK, NY",INBOUND,7397
2018-07-15,"NEW YORK, NY",INPERSON,1185
2018-07-15,"NEW YORK, NY",OTHER,242
2018-07-15,"NEW YORK, NY",OUTBOUND,149
2018-07-15,"NEW YORK, NY",RETENTION,115
2018-07-15,"NEW YORK, NY",WEB SITE,3565
2018-07-22,"NEW YORK, NY",CABLE STORE,393
2018-07-22,"NEW YORK, NY",CRC,87
2018-07-22,"NEW YORK, NY",FIELD TECH,16
2018-07-22,"NEW YORK, NY",INBOUND,8466
2018-07-22,"NEW YORK, NY",INPERSON,1149
2018-07-22,"NEW YORK, NY",OTHER,276
2018-07-22,"NEW YORK, NY",OUTBOUND,138
2018-07-22,"NEW YORK, NY",RETENTION,187
2018-07-22,"NEW YORK, NY",WEB SITE,3982
2018-07-29,"NEW YORK, NY",CABLE STORE,141
2018-07-29,"NEW YORK, NY",CRC,33
2018-07-29,"NEW YORK, NY",FIELD TECH,4
2018-07-29,"NEW YORK, NY",INBOUND,4007
2018-07-29,"NEW YORK, NY",INPERSON,389
2018-07-29,"NEW YORK, NY",OTHER,106
2018-07-29,"NEW YORK, NY",OUTBOUND,51
2018-07-29,"NEW YORK, NY",RETENTION,112
2018-07-29,"NEW YORK, NY",WEB SITE,2054
2018-07-29,"NEW YORK, NY",CABLE STORE,305
2018-07-29,"NEW YORK, NY",CRC,80
2018-07-29,"NEW YORK, NY",FIELD TECH,14
2018-07-29,"NEW YORK, NY",INBOUND,5637
2018-07-29,"NEW YORK, NY",INPERSON,749
2018-07-29,"NEW YORK, NY",OTHER,159
2018-07-29,"NEW YORK, NY",OUTBOUND,83
2018-07-29,"NEW YORK, NY",RETENTION,115
2018-07-29,"NEW YORK, NY",WEB SITE,2484
2018-08-05,"NEW YORK, NY",CABLE STORE,378
2018-08-05,"NEW YORK, NY",CRC,95
2018-08-05,"NEW YORK, NY",FIELD TECH,27
2018-08-05,"NEW YORK, NY",INBOUND,8278
2018-08-05,"NEW YORK, NY",INPERSON,1204
2018-08-05,"NEW YORK, NY",OTHER,232
2018-08-05,"NEW YORK, NY",OUTBOUND,85
2018-08-05,"NEW YORK, NY",RETENTION,140
2018-08-05,"NEW YORK, NY",WEB SITE,3817
2018-08-12,"NEW YORK, NY",CABLE STORE,364
2018-08-12,"NEW YORK, NY",CRC,80
2018-08-12,"NEW YORK, NY",FIELD TECH,15
2018-08-12,"NEW YORK, NY",INBOUND,8488
2018-08-12,"NEW YORK, NY",INPERSON,1236
2018-08-12,"NEW YORK, NY",OTHER,244
2018-08-12,"NEW YORK, NY",OUTBOUND,158
2018-08-12,"NEW YORK, NY",RETENTION,180
2018-08-12,"NEW YORK, NY",WEB SITE,4064
2018-08-19,"NEW YORK, NY",CABLE STORE,398
2018-08-19,"NEW YORK, NY",CRC,109
2018-08-19,"NEW YORK, NY",FIELD TECH,9
2018-08-19,"NEW YORK, NY",INBOUND,8808
2018-08-19,"NEW YORK, NY",INPERSON,1298
2018-08-19,"NEW YORK, NY",OTHER,275
2018-08-19,"NEW YORK, NY",OUTBOUND,140
2018-08-19,"NEW YORK, NY",RETENTION,185
2018-08-19,"NEW YORK, NY",WEB SITE,4148
2018-08-26,"NEW YORK, NY",CABLE STORE,403
2018-08-26,"NEW YORK, NY",CRC,84
2018-08-26,"NEW YORK, NY",FIELD TECH,16
2018-08-26,"NEW YORK, NY",INBOUND,9044
2018-08-26,"NEW YORK, NY",INPERSON,947
2018-08-26,"NEW YORK, NY",OTHER,220
2018-08-26,"NEW YORK, NY",OUTBOUND,142
2018-08-26,"NEW YORK, NY",RETENTION,206
2018-08-26,"NEW YORK, NY",WEB SITE,4282
2018-08-26,"NEW YORK, NY",CABLE STORE,80
2018-08-26,"NEW YORK, NY",CRC,17
2018-08-26,"NEW YORK, NY",FIELD TECH,1
2018-08-26,"NEW YORK, NY",INBOUND,1145
2018-08-26,"NEW YORK, NY",INPERSON,208
2018-08-26,"NEW YORK, NY",OTHER,2
2018-08-26,"NEW YORK, NY",OUTBOUND,5
2018-08-26,"NEW YORK, NY",RETENTION,29
2018-08-26,"NEW YORK, NY",WEB SITE,474
2018-09-02,"NEW YORK, NY",CABLE STORE,413
2018-09-02,"NEW YORK, NY",CRC,114
2018-09-02,"NEW YORK, NY",FIELD TECH,18
2018-09-02,"NEW YORK, NY",INBOUND,8846
2018-09-02,"NEW YORK, NY",INPERSON,1049
2018-09-02,"NEW YORK, NY",OTHER,225
2018-09-02,"NEW YORK, NY",OUTBOUND,98
2018-09-02,"NEW YORK, NY",RETENTION,153
2018-09-02,"NEW YORK, NY",WEB SITE,4342
2018-09-09,"NEW YORK, NY",CABLE STORE,477
2018-09-09,"NEW YORK, NY",CRC,108
2018-09-09,"NEW YORK, NY",FIELD TECH,13
2018-09-09,"NEW YORK, NY",INBOUND,8302
2018-09-09,"NEW YORK, NY",INPERSON,1304
2018-09-09,"NEW YORK, NY",OTHER,223
2018-09-09,"NEW YORK, NY",OUTBOUND,92
2018-09-09,"NEW YORK, NY",RETENTION,142
2018-09-09,"NEW YORK, NY",WEB SITE,4086
2018-09-16,"NEW YORK, NY",CABLE STORE,380
2018-09-16,"NEW YORK, NY",CRC,91
2018-09-16,"NEW YORK, NY",FIELD TECH,23
2018-09-16,"NEW YORK, NY",INBOUND,8418
2018-09-16,"NEW YORK, NY",INDIRECT SALES,1
2018-09-16,"NEW YORK, NY",INPERSON,1372
2018-09-16,"NEW YORK, NY",OTHER,174
2018-09-16,"NEW YORK, NY",OUTBOUND,134
2018-09-16,"NEW YORK, NY",RETENTION,154
2018-09-16,"NEW YORK, NY",WEB SITE,3560
2018-09-23,"NEW YORK, NY",CABLE STORE,422
2018-09-23,"NEW YORK, NY",CRC,66
2018-09-23,"NEW YORK, NY",FIELD TECH,8
2018-09-23,"NEW YORK, NY",INBOUND,9402
2018-09-23,"NEW YORK, NY",INDIRECT SALES,2
2018-09-23,"NEW YORK, NY",INPERSON,1194
2018-09-23,"NEW YORK, NY",OTHER,221
2018-09-23,"NEW YORK, NY",OUTBOUND,121
2018-09-23,"NEW YORK, NY",RETENTION,154
2018-09-23,"NEW YORK, NY",WEB SITE,3882
2018-09-30,"NEW YORK, NY",CABLE STORE,1
2018-09-30,"NEW YORK, NY",CRC,8
2018-09-30,"NEW YORK, NY",FIELD TECH,3
2018-09-30,"NEW YORK, NY",INBOUND,731
2018-09-30,"NEW YORK, NY",WEB SITE,382
2018-09-30,"NEW YORK, NY",CABLE STORE,503
2018-09-30,"NEW YORK, NY",CRC,99
2018-09-30,"NEW YORK, NY",FIELD TECH,22
2018-09-30,"NEW YORK, NY",INBOUND,8614
2018-09-30,"NEW YORK, NY",INDIRECT SALES,81
2018-09-30,"NEW YORK, NY",INPERSON,1230
2018-09-30,"NEW YORK, NY",OTHER,285
2018-09-30,"NEW YORK, NY",OUTBOUND,96
2018-09-30,"NEW YORK, NY",RETENTION,167
2018-09-30,"NEW YORK, NY",WEB SITE,3307
2018-10-07,"NEW YORK, NY",CABLE STORE,413
2018-10-07,"NEW YORK, NY",CRC,80
2018-10-07,"NEW YORK, NY",FIELD TECH,17
2018-10-07,"NEW YORK, NY",INBOUND,8006
2018-10-07,"NEW YORK, NY",INDIRECT SALES,82
2018-10-07,"NEW YORK, NY",INPERSON,1229
2018-10-07,"NEW YORK, NY",OTHER,206
2018-10-07,"NEW YORK, NY",OUTBOUND,123
2018-10-07,"NEW YORK, NY",RETENTION,123
2018-10-07,"NEW YORK, NY",WEB SITE,3072
2018-10-14,"NEW YORK, NY",CABLE STORE,394
2018-10-14,"NEW YORK, NY",CRC,87
2018-10-14,"NEW YORK, NY",FIELD TECH,19
2018-10-14,"NEW YORK, NY",INBOUND,7857
2018-10-14,"NEW YORK, NY",INDIRECT SALES,102
2018-10-14,"NEW YORK, NY",INPERSON,1324
2018-10-14,"NEW YORK, NY",OTHER,194
2018-10-14,"NEW YORK, NY",OUTBOUND,161
2018-10-14,"NEW YORK, NY",RETENTION,122
2018-10-14,"NEW YORK, NY",WEB SITE,2963
2018-10-21,"NEW YORK, NY",CABLE STORE,351
2018-10-21,"NEW YORK, NY",CRC,91
2018-10-21,"NEW YORK, NY",FIELD TECH,11
2018-10-21,"NEW YORK, NY",INBOUND,7937
2018-10-21,"NEW YORK, NY",INDIRECT SALES,87
2018-10-21,"NEW YORK, NY",INPERSON,1223
2018-10-21,"NEW YORK, NY",OTHER,217
2018-10-21,"NEW YORK, NY",OUTBOUND,167
2018-10-21,"NEW YORK, NY",RETENTION,144
2018-10-21,"NEW YORK, NY",WEB SITE,3120
2018-10-28,"NEW YORK, NY",CABLE STORE,220
2018-10-28,"NEW YORK, NY",CRC,45
2018-10-28,"NEW YORK, NY",FIELD TECH,8
2018-10-28,"NEW YORK, NY",INBOUND,5236
2018-10-28,"NEW YORK, NY",INDIRECT SALES,53
2018-10-28,"NEW YORK, NY",INPERSON,456
2018-10-28,"NEW YORK, NY",OTHER,151
2018-10-28,"NEW YORK, NY",OUTBOUND,104
2018-10-28,"NEW YORK, NY",RETENTION,100
2018-10-28,"NEW YORK, NY",WEB SITE,2035
2018-10-28,"NEW YORK, NY",CABLE STORE,230
2018-10-28,"NEW YORK, NY",CRC,49
2018-10-28,"NEW YORK, NY",FIELD TECH,10
2018-10-28,"NEW YORK, NY",INBOUND,3753
2018-10-28,"NEW YORK, NY",INDIRECT SALES,36
2018-10-28,"NEW YORK, NY",INPERSON,675
2018-10-28,"NEW YORK, NY",OTHER,97
2018-10-28,"NEW YORK, NY",OUTBOUND,40
2018-10-28,"NEW YORK, NY",RETENTION,88
2018-10-28,"NEW YORK, NY",WEB SITE,1447
2018-11-04,"NEW YORK, NY",CABLE STORE,377
2018-11-04,"NEW YORK, NY",CRC,107
2018-11-04,"NEW YORK, NY",FIELD TECH,15
2018-11-04,"NEW YORK, NY",INBOUND,8048
2018-11-04,"NEW YORK, NY",INDIRECT SALES,89
2018-11-04,"NEW YORK, NY",INPERSON,1270
2018-11-04,"NEW YORK, NY",OTHER,224
2018-11-04,"NEW YORK, NY",OUTBOUND,133
2018-11-04,"NEW YORK, NY",RETENTION,131
2018-11-04,"NEW YORK, NY",WEB SITE,3170
2018-11-11,"NEW YORK, NY",CABLE STORE,364
2018-11-11,"NEW YORK, NY",CRC,94
2018-11-11,"NEW YORK, NY",FIELD TECH,9
2018-11-11,"NEW YORK, NY",INBOUND,7218
2018-11-11,"NEW YORK, NY",INDIRECT SALES,98
2018-11-11,"NEW YORK, NY",INPERSON,1311
2018-11-11,"NEW YORK, NY",OTHER,275
2018-11-11,"NEW YORK, NY",OUTBOUND,135
2018-11-11,"NEW YORK, NY",RETENTION,138
2018-11-11,"NEW YORK, NY",WEB SITE,2969
2018-11-18,"NEW YORK, NY",CABLE STORE,308
2018-11-18,"NEW YORK, NY",CRC,97
2018-11-18,"NEW YORK, NY",FIELD TECH,8
2018-11-18,"NEW YORK, NY",INBOUND,6198
2018-11-18,"NEW YORK, NY",INDIRECT SALES,49
2018-11-18,"NEW YORK, NY",INPERSON,890
2018-11-18,"NEW YORK, NY",OTHER,122
2018-11-18,"NEW YORK, NY",OUTBOUND,78
2018-11-18,"NEW YORK, NY",RETENTION,136
2018-11-18,"NEW YORK, NY",WEB SITE,2742
2018-11-25,"NEW YORK, NY",CABLE STORE,367
2018-11-25,"NEW YORK, NY",CRC,72
2018-11-25,"NEW YORK, NY",FIELD TECH,13
2018-11-25,"NEW YORK, NY",INBOUND,7963
2018-11-25,"NEW YORK, NY",INDIRECT SALES,115
2018-11-25,"NEW YORK, NY",INPERSON,1019
2018-11-25,"NEW YORK, NY",OTHER,270
2018-11-25,"NEW YORK, NY",OUTBOUND,137
2018-11-25,"NEW YORK, NY",RETENTION,201
2018-11-25,"NEW YORK, NY",WEB SITE,3423
2018-11-25,"NEW YORK, NY",CABLE STORE,71
2018-11-25,"NEW YORK, NY",CRC,8
2018-11-25,"NEW YORK, NY",FIELD TECH,2
2018-11-25,"NEW YORK, NY",INBOUND,976
2018-11-25,"NEW YORK, NY",INDIRECT SALES,7
2018-11-25,"NEW YORK, NY",INPERSON,312
2018-11-25,"NEW YORK, NY",OTHER,3
2018-11-25,"NEW YORK, NY",OUTBOUND,7
2018-11-25,"NEW YORK, NY",RETENTION,28
2018-11-25,"NEW YORK, NY",WEB SITE,365
2018-12-02,"NEW YORK, NY",CABLE STORE,434
2018-12-02,"NEW YORK, NY",CRC,100
2018-12-02,"NEW YORK, NY",FIELD TECH,21
2018-12-02,"NEW YORK, NY",INBOUND,7857
2018-12-02,"NEW YORK, NY",INDIRECT SALES,106
2018-12-02,"NEW YORK, NY",INPERSON,1401
2018-12-02,"NEW YORK, NY",OTHER,188
2018-12-02,"NEW YORK, NY",OUTBOUND,123
2018-12-02,"NEW YORK, NY",RETENTION,151
2018-12-02,"NEW YORK, NY",WEB SITE,3187
2018-12-09,"NEW YORK, NY",CABLE STORE,344
2018-12-09,"NEW YORK, NY",CRC,70
2018-12-09,"NEW YORK, NY",FIELD TECH,12
2018-12-09,"NEW YORK, NY",INBOUND,7170
2018-12-09,"NEW YORK, NY",INDIRECT SALES,127
2018-12-09,"NEW YORK, NY",INPERSON,1296
2018-12-09,"NEW YORK, NY",OTHER,217
2018-12-09,"NEW YORK, NY",OUTBOUND,74
2018-12-09,"NEW YORK, NY",RETENTION,117
2018-12-09,"NEW YORK, NY",WEB SITE,2947
2018-12-16,"NEW YORK, NY",CABLE STORE,333
2018-12-16,"NEW YORK, NY",CRC,104
2018-12-16,"NEW YORK, NY",FIELD TECH,11
2018-12-16,"NEW YORK, NY",INBOUND,7122
2018-12-16,"NEW YORK, NY",INDIRECT SALES,120
2018-12-16,"NEW YORK, NY",INPERSON,1287
2018-12-16,"NEW YORK, NY",OTHER,199
2018-12-16,"NEW YORK, NY",OUTBOUND,100
2018-12-16,"NEW YORK, NY",RETENTION,140
2018-12-16,"NEW YORK, NY",WEB SITE,2841
2018-12-23,"NEW YORK, NY",CABLE STORE,348
2018-12-23,"NEW YORK, NY",CRC,72
2018-12-23,"NEW YORK, NY",FIELD TECH,8
2018-12-23,"NEW YORK, NY",INBOUND,6532
