period,mmm_b2c_acq_dma,inbound_call_volume
2020-04-05,TYLER-LONGVIEW TX,358
2020-04-05,VICTORIA TX,68
2020-04-05,WACO-TEMPLE-BRYAN TX,205
2020-04-12,ABILENE-SWEETWATER TX,155
2020-04-12,ALEXANDRIA LA,197
2020-04-12,AMARILLO TX,266
2020-04-12,AUSTIN TX,188
2020-04-12,All Other Suddenlink DMA Total,567
2020-04-12,BLUEFIELD-BECKLEY-OAK HILL WV,211
2020-04-12,CHARLESTON-HUNTINGTON WV,397
2020-04-12,DALLAS-FT WORTH TX,406
2020-04-12,EUREKA CA,71
2020-04-12,GREENVILLE-NEW BERN-WASH NC,345
2020-04-12,HOUSTON TX,373
2020-04-12,JONESBORO AR,137
2020-04-12,LAKE CHARLES LA,203
2020-04-12,LITTLE ROCK AR,291
2020-04-12,LUBBOCK TX,325
2020-04-12,MONROE-EL DORADO LA-AR,146
2020-04-12,"NEW YORK, NY",6725
2020-04-12,ODESSA-MIDLAND TX,151
2020-04-12,OKLAHOMA CITY OK,188
2020-04-12,PARKERSBURG WV,139
2020-04-12,PHOENIX AZ,319
2020-04-12,RALEIGH-DURHAM NC,145
2020-04-12,SAN ANGELO TX,132
2020-04-12,SHREVEPORT LA,281
2020-04-12,SPRINGFIELD MO,200
2020-04-12,ST JOSEPH MO,92
2020-04-12,TULSA OK,74
2020-04-12,TYLER-LONGVIEW TX,477
2020-04-12,VICTORIA TX,96
2020-04-12,WACO-TEMPLE-BRYAN TX,188
2020-04-19,ABILENE-SWEETWATER TX,161
2020-04-19,ALEXANDRIA LA,195
2020-04-19,AMARILLO TX,220
2020-04-19,AUSTIN TX,147
2020-04-19,All Other Suddenlink DMA Total,465
2020-04-19,BLUEFIELD-BECKLEY-OAK HILL WV,155
2020-04-19,CHARLESTON-HUNTINGTON WV,311
2020-04-19,DALLAS-FT WORTH TX,384
2020-04-19,EUREKA CA,79
2020-04-19,GREENVILLE-NEW BERN-WASH NC,310
2020-04-19,HOUSTON TX,352
2020-04-19,JONESBORO AR,107
2020-04-19,LAKE CHARLES LA,206
2020-04-19,LITTLE ROCK AR,246
2020-04-19,LUBBOCK TX,257
2020-04-19,MONROE-EL DORADO LA-AR,114
2020-04-19,"NEW YORK, NY",6792
2020-04-19,ODESSA-MIDLAND TX,139
2020-04-19,OKLAHOMA CITY OK,137
2020-04-19,PARKERSBURG WV,83
2020-04-19,PHOENIX AZ,298
2020-04-19,RALEIGH-DURHAM NC,108
2020-04-19,SAN ANGELO TX,73
2020-04-19,SHREVEPORT LA,194
2020-04-19,SPRINGFIELD MO,152
2020-04-19,ST JOSEPH MO,69
2020-04-19,TULSA OK,66
2020-04-19,TYLER-LONGVIEW TX,399
2020-04-19,VICTORIA TX,54
2020-04-19,WACO-TEMPLE-BRYAN TX,174
2020-04-26,ABILENE-SWEETWATER TX,145
2020-04-26,ALEXANDRIA LA,182
2020-04-26,AMARILLO TX,223
2020-04-26,AUSTIN TX,135
2020-04-26,All Other Suddenlink DMA Total,481
2020-04-26,BLUEFIELD-BECKLEY-OAK HILL WV,178
2020-04-26,CHARLESTON-HUNTINGTON WV,319
2020-04-26,DALLAS-FT WORTH TX,443
2020-04-26,EUREKA CA,68
2020-04-26,GREENVILLE-NEW BERN-WASH NC,337
2020-04-26,HOUSTON TX,366
2020-04-26,JONESBORO AR,115
2020-04-26,LAKE CHARLES LA,205
2020-04-26,LITTLE ROCK AR,231
2020-04-26,LUBBOCK TX,247
2020-04-26,MONROE-EL DORADO LA-AR,98
2020-04-26,"NEW YORK, NY",7060
2020-04-26,ODESSA-MIDLAND TX,141
2020-04-26,OKLAHOMA CITY OK,172
2020-04-26,PARKERSBURG WV,123
2020-04-26,PHOENIX AZ,335
2020-04-26,RALEIGH-DURHAM NC,144
2020-04-26,SAN ANGELO TX,62
2020-04-26,SHREVEPORT LA,207
2020-04-26,SPRINGFIELD MO,162
2020-04-26,ST JOSEPH MO,91
2020-04-26,TULSA OK,90
2020-04-26,TYLER-LONGVIEW TX,382
2020-04-26,VICTORIA TX,105
2020-04-26,WACO-TEMPLE-BRYAN TX,143
2020-05-03,ABILENE-SWEETWATER TX,111
2020-05-03,ALEXANDRIA LA,182
2020-05-03,AMARILLO TX,171
2020-05-03,AUSTIN TX,127
2020-05-03,All Other Suddenlink DMA Total,490
2020-05-03,BLUEFIELD-BECKLEY-OAK HILL WV,174
2020-05-03,CHARLESTON-HUNTINGTON WV,258
2020-05-03,DALLAS-FT WORTH TX,336
2020-05-03,EUREKA CA,54
2020-05-03,GREENVILLE-NEW BERN-WASH NC,274
2020-05-03,HOUSTON TX,303
2020-05-03,JONESBORO AR,81
2020-05-03,LAKE CHARLES LA,144
2020-05-03,LITTLE ROCK AR,189
2020-05-03,LUBBOCK TX,188
2020-05-03,MONROE-EL DORADO LA-AR,98
2020-05-03,"NEW YORK, NY",6454
2020-05-03,ODESSA-MIDLAND TX,115
2020-05-03,OKLAHOMA CITY OK,137
2020-05-03,PARKERSBURG WV,90
2020-05-03,PHOENIX AZ,324
2020-05-03,RALEIGH-DURHAM NC,132
2020-05-03,SAN ANGELO TX,72
2020-05-03,SHREVEPORT LA,219
2020-05-03,SPRINGFIELD MO,140
2020-05-03,ST JOSEPH MO,69
2020-05-03,TULSA OK,61
2020-05-03,TYLER-LONGVIEW TX,346
2020-05-03,VICTORIA TX,84
2020-05-03,WACO-TEMPLE-BRYAN TX,123
2020-05-10,ABILENE-SWEETWATER TX,166
2020-05-10,ALEXANDRIA LA,196
2020-05-10,AMARILLO TX,173
2020-05-10,AUSTIN TX,129
2020-05-10,All Other Suddenlink DMA Total,413
2020-05-10,BLUEFIELD-BECKLEY-OAK HILL WV,159
2020-05-10,CHARLESTON-HUNTINGTON WV,304
2020-05-10,DALLAS-FT WORTH TX,386
2020-05-10,EUREKA CA,64
2020-05-10,GREENVILLE-NEW BERN-WASH NC,265
2020-05-10,HOUSTON TX,369
2020-05-10,JONESBORO AR,61
2020-05-10,LAKE CHARLES LA,148
2020-05-10,LITTLE ROCK AR,219
2020-05-10,LUBBOCK TX,193
2020-05-10,MONROE-EL DORADO LA-AR,90
2020-05-10,"NEW YORK, NY",7208
2020-05-10,ODESSA-MIDLAND TX,129
2020-05-10,OKLAHOMA CITY OK,154
2020-05-10,PARKERSBURG WV,79
2020-05-10,PHOENIX AZ,262
2020-05-10,RALEIGH-DURHAM NC,122
2020-05-10,SAN ANGELO TX,69
2020-05-10,SHREVEPORT LA,179
2020-05-10,SPRINGFIELD MO,145
2020-05-10,ST JOSEPH MO,44
2020-05-10,TULSA OK,71
2020-05-10,TYLER-LONGVIEW TX,339
2020-05-10,VICTORIA TX,94
2020-05-10,WACO-TEMPLE-BRYAN TX,144
2020-05-17,ABILENE-SWEETWATER TX,84
2020-05-17,ALEXANDRIA LA,185
2020-05-17,AMARILLO TX,165
2020-05-17,AUSTIN TX,113
2020-05-17,All Other Suddenlink DMA Total,450
2020-05-17,BLUEFIELD-BECKLEY-OAK HILL WV,116
2020-05-17,CHARLESTON-HUNTINGTON WV,244
2020-05-17,DALLAS-FT WORTH TX,310
2020-05-17,EUREKA CA,70
2020-05-17,GREENVILLE-NEW BERN-WASH NC,257
2020-05-17,HOUSTON TX,336
2020-05-17,JONESBORO AR,46
2020-05-17,LAKE CHARLES LA,161
2020-05-17,LITTLE ROCK AR,212
2020-05-17,LUBBOCK TX,213
2020-05-17,MONROE-EL DORADO LA-AR,93
2020-05-17,"NEW YORK, NY",7432
2020-05-17,ODESSA-MIDLAND TX,114
2020-05-17,OKLAHOMA CITY OK,135
2020-05-17,PARKERSBURG WV,71
2020-05-17,PHOENIX AZ,243
2020-05-17,RALEIGH-DURHAM NC,100
2020-05-17,SAN ANGELO TX,62
2020-05-17,SHREVEPORT LA,145
2020-05-17,SPRINGFIELD MO,112
2020-05-17,ST JOSEPH MO,55
2020-05-17,TULSA OK,57
2020-05-17,TYLER-LONGVIEW TX,252
2020-05-17,VICTORIA TX,84
2020-05-17,WACO-TEMPLE-BRYAN TX,128
2020-05-24,ABILENE-SWEETWATER TX,90
2020-05-24,ALEXANDRIA LA,153
2020-05-24,AMARILLO TX,156
2020-05-24,AUSTIN TX,98
2020-05-24,All Other Suddenlink DMA Total,351
2020-05-24,BLUEFIELD-BECKLEY-OAK HILL WV,105
2020-05-24,CHARLESTON-HUNTINGTON WV,213
2020-05-24,DALLAS-FT WORTH TX,283
2020-05-24,EUREKA CA,39
2020-05-24,GREENVILLE-NEW BERN-WASH NC,219
2020-05-24,HOUSTON TX,293
2020-05-24,JONESBORO AR,58
2020-05-24,LAKE CHARLES LA,120
2020-05-24,LITTLE ROCK AR,160
2020-05-24,LUBBOCK TX,166
2020-05-24,MONROE-EL DORADO LA-AR,83
2020-05-24,"NEW YORK, NY",6326
2020-05-24,ODESSA-MIDLAND TX,100
2020-05-24,OKLAHOMA CITY OK,129
2020-05-24,PARKERSBURG WV,55
2020-05-24,PHOENIX AZ,208
2020-05-24,RALEIGH-DURHAM NC,94
2020-05-24,SAN ANGELO TX,60
2020-05-24,SHREVEPORT LA,158
2020-05-24,SPRINGFIELD MO,107
2020-05-24,ST JOSEPH MO,61
2020-05-24,TULSA OK,70
2020-05-24,TYLER-LONGVIEW TX,256
2020-05-24,VICTORIA TX,38
2020-05-24,WACO-TEMPLE-BRYAN TX,122
2020-05-31,ABILENE-SWEETWATER TX,99
2020-05-31,ALEXANDRIA LA,168
2020-05-31,AMARILLO TX,142
2020-05-31,AUSTIN TX,123
2020-05-31,All Other Suddenlink DMA Total,447
2020-05-31,BLUEFIELD-BECKLEY-OAK HILL WV,132
2020-05-31,CHARLESTON-HUNTINGTON WV,242
2020-05-31,DALLAS-FT WORTH TX,340
2020-05-31,EUREKA CA,69
2020-05-31,GREENVILLE-NEW BERN-WASH NC,245
2020-05-31,HOUSTON TX,297
2020-05-31,JONESBORO AR,58
2020-05-31,LAKE CHARLES LA,130
2020-05-31,LITTLE ROCK AR,206
2020-05-31,LUBBOCK TX,226
2020-05-31,MONROE-EL DORADO LA-AR,109
2020-05-31,"NEW YORK, NY",7356
2020-05-31,ODESSA-MIDLAND TX,122
2020-05-31,OKLAHOMA CITY OK,160
2020-05-31,PARKERSBURG WV,63
2020-05-31,PHOENIX AZ,272
2020-05-31,RALEIGH-DURHAM NC,129
2020-05-31,SAN ANGELO TX,71
2020-05-31,SHREVEPORT LA,144
2020-05-31,SPRINGFIELD MO,114
2020-05-31,ST JOSEPH MO,62
2020-05-31,TULSA OK,54
2020-05-31,TYLER-LONGVIEW TX,256
2020-05-31,VICTORIA TX,52
2020-05-31,WACO-TEMPLE-BRYAN TX,100
2020-06-07,ABILENE-SWEETWATER TX,111
2020-06-07,ALEXANDRIA LA,142
2020-06-07,AMARILLO TX,153
2020-06-07,AUSTIN TX,111
2020-06-07,All Other Suddenlink DMA Total,381
2020-06-07,BLUEFIELD-BECKLEY-OAK HILL WV,136
2020-06-07,CHARLESTON-HUNTINGTON WV,231
2020-06-07,DALLAS-FT WORTH TX,316
2020-06-07,EUREKA CA,73
2020-06-07,GREENVILLE-NEW BERN-WASH NC,235
2020-06-07,HOUSTON TX,281
2020-06-07,JONESBORO AR,66
2020-06-07,LAKE CHARLES LA,143
2020-06-07,LITTLE ROCK AR,198
2020-06-07,LUBBOCK TX,190
2020-06-07,MONROE-EL DORADO LA-AR,83
2020-06-07,"NEW YORK, NY",6821
2020-06-07,ODESSA-MIDLAND TX,119
2020-06-07,OKLAHOMA CITY OK,139
2020-06-07,PARKERSBURG WV,51
2020-06-07,PHOENIX AZ,251
2020-06-07,RALEIGH-DURHAM NC,124
2020-06-07,SAN ANGELO TX,88
2020-06-07,SHREVEPORT LA,174
2020-06-07,SPRINGFIELD MO,120
2020-06-07,ST JOSEPH MO,51
2020-06-07,TULSA OK,74
2020-06-07,TYLER-LONGVIEW TX,242
2020-06-07,VICTORIA TX,44
2020-06-07,WACO-TEMPLE-BRYAN TX,95
2020-06-14,ABILENE-SWEETWATER TX,77
2020-06-14,ALEXANDRIA LA,145
2020-06-14,AMARILLO TX,137
2020-06-14,AUSTIN TX,118
2020-06-14,All Other Suddenlink DMA Total,398
2020-06-14,BLUEFIELD-BECKLEY-OAK HILL WV,125
2020-06-14,CHARLESTON-HUNTINGTON WV,210
2020-06-14,DALLAS-FT WORTH TX,346
2020-06-14,EUREKA CA,49
2020-06-14,GREENVILLE-NEW BERN-WASH NC,238
2020-06-14,HOUSTON TX,250
2020-06-14,JONESBORO AR,32
2020-06-14,LAKE CHARLES LA,118
2020-06-14,LITTLE ROCK AR,153
2020-06-14,LUBBOCK TX,169
2020-06-14,MONROE-EL DORADO LA-AR,93
2020-06-14,"NEW YORK, NY",6742
2020-06-14,ODESSA-MIDLAND TX,115
2020-06-14,OKLAHOMA CITY OK,133
2020-06-14,PARKERSBURG WV,42
2020-06-14,PHOENIX AZ,244
2020-06-14,RALEIGH-DURHAM NC,91
2020-06-14,SAN ANGELO TX,58
2020-06-14,SHREVEPORT LA,141
2020-06-14,SPRINGFIELD MO,119
2020-06-14,ST JOSEPH MO,64
2020-06-14,TULSA OK,55
2020-06-14,TYLER-LONGVIEW TX,250
2020-06-14,VICTORIA TX,47
2020-06-14,WACO-TEMPLE-BRYAN TX,110
2020-06-21,ABILENE-SWEETWATER TX,87
2020-06-21,ALEXANDRIA LA,131
2020-06-21,AMARILLO TX,135
2020-06-21,AUSTIN TX,135
2020-06-21,All Other Suddenlink DMA Total,404
2020-06-21,BLUEFIELD-BECKLEY-OAK HILL WV,91
2020-06-21,CHARLESTON-HUNTINGTON WV,176
2020-06-21,DALLAS-FT WORTH TX,350
2020-06-21,EUREKA CA,58
2020-06-21,GREENVILLE-NEW BERN-WASH NC,204
2020-06-21,HOUSTON TX,263
2020-06-21,JONESBORO AR,61
2020-06-21,LAKE CHARLES LA,117
2020-06-21,LITTLE ROCK AR,166
2020-06-21,LUBBOCK TX,185
2020-06-21,MONROE-EL DORADO LA-AR,76
2020-06-21,"NEW YORK, NY",6492
2020-06-21,ODESSA-MIDLAND TX,118
2020-06-21,OKLAHOMA CITY OK,121
2020-06-21,PARKERSBURG WV,71
2020-06-21,PHOENIX AZ,230
2020-06-21,RALEIGH-DURHAM NC,77
2020-06-21,SAN ANGELO TX,63
2020-06-21,SHREVEPORT LA,157
2020-06-21,SPRINGFIELD MO,134
2020-06-21,ST JOSEPH MO,43
2020-06-21,TULSA OK,44
2020-06-21,TYLER-LONGVIEW TX,300
2020-06-21,VICTORIA TX,51
2020-06-21,WACO-TEMPLE-BRYAN TX,124
2020-06-28,ABILENE-SWEETWATER TX,103
2020-06-28,ALEXANDRIA LA,133
2020-06-28,AMARILLO TX,160
2020-06-28,AUSTIN TX,115
2020-06-28,All Other Suddenlink DMA Total,442
2020-06-28,BLUEFIELD-BECKLEY-OAK HILL WV,100
2020-06-28,CHARLESTON-HUNTINGTON WV,184
2020-06-28,DALLAS-FT WORTH TX,284
2020-06-28,EUREKA CA,62
2020-06-28,GREENVILLE-NEW BERN-WASH NC,218
2020-06-28,HOUSTON TX,237
2020-06-28,JONESBORO AR,67
2020-06-28,LAKE CHARLES LA,141
2020-06-28,LITTLE ROCK AR,185
2020-06-28,LUBBOCK TX,191
2020-06-28,MONROE-EL DORADO LA-AR,81
2020-06-28,"NEW YORK, NY",6394
2020-06-28,ODESSA-MIDLAND TX,102
2020-06-28,OKLAHOMA CITY OK,123
2020-06-28,PARKERSBURG WV,43
2020-06-28,PHOENIX AZ,279
2020-06-28,RALEIGH-DURHAM NC,66
2020-06-28,SAN ANGELO TX,74
2020-06-28,SHREVEPORT LA,177
2020-06-28,SPRINGFIELD MO,108
2020-06-28,ST JOSEPH MO,47
2020-06-28,TULSA OK,53
2020-06-28,TYLER-LONGVIEW TX,267
2020-06-28,VICTORIA TX,40
2020-06-28,WACO-TEMPLE-BRYAN TX,132
2020-07-05,ABILENE-SWEETWATER TX,111
2020-07-05,ALEXANDRIA LA,137
2020-07-05,AMARILLO TX,144
2020-07-05,AUSTIN TX,109
2020-07-05,All Other Suddenlink DMA Total,405
2020-07-05,BLUEFIELD-BECKLEY-OAK HILL WV,95
2020-07-05,CHARLESTON-HUNTINGTON WV,215
2020-07-05,DALLAS-FT WORTH TX,328
2020-07-05,EUREKA CA,58
2020-07-05,GREENVILLE-NEW BERN-WASH NC,197
2020-07-05,HOUSTON TX,289
2020-07-05,JONESBORO AR,54
2020-07-05,LAKE CHARLES LA,158
2020-07-05,LITTLE ROCK AR,142
2020-07-05,LUBBOCK TX,185
2020-07-05,MONROE-EL DORADO LA-AR,77
2020-07-05,"NEW YORK, NY",7383
2020-07-05,ODESSA-MIDLAND TX,120
2020-07-05,OKLAHOMA CITY OK,131
2020-07-05,PARKERSBURG WV,54
2020-07-05,PHOENIX AZ,279
2020-07-05,RALEIGH-DURHAM NC,82
2020-07-05,SAN ANGELO TX,58
2020-07-05,SHREVEPORT LA,160
2020-07-05,SPRINGFIELD MO,151
2020-07-05,ST JOSEPH MO,47
2020-07-05,TULSA OK,37
2020-07-05,TYLER-LONGVIEW TX,261
2020-07-05,VICTORIA TX,47
2020-07-05,WACO-TEMPLE-BRYAN TX,151
2020-07-12,ABILENE-SWEETWATER TX,98
2020-07-12,ALEXANDRIA LA,125
2020-07-12,AMARILLO TX,143
2020-07-12,AUSTIN TX,98
2020-07-12,All Other Suddenlink DMA Total,339
2020-07-12,BLUEFIELD-BECKLEY-OAK HILL WV,88
2020-07-12,CHARLESTON-HUNTINGTON WV,222
2020-07-12,DALLAS-FT WORTH TX,264
2020-07-12,EUREKA CA,40
2020-07-12,GREENVILLE-NEW BERN-WASH NC,229
2020-07-12,HOUSTON TX,277
2020-07-12,JONESBORO AR,40
2020-07-12,LAKE CHARLES LA,100
2020-07-12,LITTLE ROCK AR,185
2020-07-12,LUBBOCK TX,214
2020-07-12,MONROE-EL DORADO LA-AR,89
2020-07-12,"NEW YORK, NY",7519
2020-07-12,ODESSA-MIDLAND TX,126
2020-07-12,OKLAHOMA CITY OK,98
2020-07-12,PARKERSBURG WV,57
2020-07-12,PHOENIX AZ,227
2020-07-12,RALEIGH-DURHAM NC,67
2020-07-12,SAN ANGELO TX,77
2020-07-12,SHREVEPORT LA,128
2020-07-12,SPRINGFIELD MO,107
2020-07-12,ST JOSEPH MO,42
2020-07-12,TULSA OK,44
2020-07-12,TYLER-LONGVIEW TX,278
2020-07-12,VICTORIA TX,39
2020-07-12,WACO-TEMPLE-BRYAN TX,193
2020-07-19,ABILENE-SWEETWATER TX,87
2020-07-19,ALEXANDRIA LA,137
2020-07-19,AMARILLO TX,126
2020-07-19,AUSTIN TX,120
2020-07-19,All Other Suddenlink DMA Total,366
2020-07-19,BLUEFIELD-BECKLEY-OAK HILL WV,98
2020-07-19,CHARLESTON-HUNTINGTON WV,181
2020-07-19,DALLAS-FT WORTH TX,306
2020-07-19,EUREKA CA,39
2020-07-19,GREENVILLE-NEW BERN-WASH NC,259
2020-07-19,HOUSTON TX,301
2020-07-19,JONESBORO AR,67
2020-07-19,LAKE CHARLES LA,113
2020-07-19,LITTLE ROCK AR,181
2020-07-19,LUBBOCK TX,200
2020-07-19,MONROE-EL DORADO LA-AR,82
2020-07-19,"NEW YORK, NY",7140
2020-07-19,ODESSA-MIDLAND TX,127
2020-07-19,OKLAHOMA CITY OK,130
2020-07-19,PARKERSBURG WV,67
2020-07-19,PHOENIX AZ,259
2020-07-19,RALEIGH-DURHAM NC,81
2020-07-19,SAN ANGELO TX,67
2020-07-19,SHREVEPORT LA,135
2020-07-19,SPRINGFIELD MO,123
2020-07-19,ST JOSEPH MO,47
2020-07-19,TULSA OK,52
2020-07-19,TYLER-LONGVIEW TX,313
2020-07-19,VICTORIA TX,40
2020-07-19,WACO-TEMPLE-BRYAN TX,208
2020-07-26,ABILENE-SWEETWATER TX,129
2020-07-26,ALEXANDRIA LA,133
2020-07-26,AMARILLO TX,190
2020-07-26,AUSTIN TX,115
2020-07-26,All Other Suddenlink DMA Total,448
2020-07-26,BLUEFIELD-BECKLEY-OAK HILL WV,123
2020-07-26,CHARLESTON-HUNTINGTON WV,223
2020-07-26,DALLAS-FT WORTH TX,408
2020-07-26,EUREKA CA,64
2020-07-26,GREENVILLE-NEW BERN-WASH NC,332
2020-07-26,HOUSTON TX,382
2020-07-26,JONESBORO AR,76
2020-07-26,LAKE CHARLES LA,144
2020-07-26,LITTLE ROCK AR,218
2020-07-26,LUBBOCK TX,255
2020-07-26,MONROE-EL DORADO LA-AR,109
2020-07-26,"NEW YORK, NY",7186
2020-07-26,ODESSA-MIDLAND TX,163
2020-07-26,OKLAHOMA CITY OK,190
2020-07-26,PARKERSBURG WV,55
2020-07-26,PHOENIX AZ,363
2020-07-26,RALEIGH-DURHAM NC,109
2020-07-26,SAN ANGELO TX,93
2020-07-26,SHREVEPORT LA,189
2020-07-26,SPRINGFIELD MO,141
2020-07-26,ST JOSEPH MO,38
2020-07-26,TULSA OK,59
2020-07-26,TYLER-LONGVIEW TX,338
2020-07-26,VICTORIA TX,51
2020-07-26,WACO-TEMPLE-BRYAN TX,356
2020-08-02,ABILENE-SWEETWATER TX,136
2020-08-02,ALEXANDRIA LA,196
2020-08-02,AMARILLO TX,204
2020-08-02,AUSTIN TX,130
2020-08-02,All Other Suddenlink DMA Total,529
2020-08-02,BLUEFIELD-BECKLEY-OAK HILL WV,158
2020-08-02,CHARLESTON-HUNTINGTON WV,308
2020-08-02,DALLAS-FT WORTH TX,441
2020-08-02,EUREKA CA,80
2020-08-02,GREENVILLE-NEW BERN-WASH NC,334
2020-08-02,HOUSTON TX,511
2020-08-02,JONESBORO AR,86
2020-08-02,LAKE CHARLES LA,153
2020-08-02,LITTLE ROCK AR,287
2020-08-02,LUBBOCK TX,301
2020-08-02,MONROE-EL DORADO LA-AR,159
2020-08-02,"NEW YORK, NY",6562
2020-08-02,ODESSA-MIDLAND TX,158
2020-08-02,OKLAHOMA CITY OK,232
2020-08-02,PARKERSBURG WV,87
2020-08-02,PHOENIX AZ,397
2020-08-02,RALEIGH-DURHAM NC,112
2020-08-02,SAN ANGELO TX,94
2020-08-02,SHREVEPORT LA,205
2020-08-02,SPRINGFIELD MO,178
2020-08-02,ST JOSEPH MO,68
2020-08-02,TULSA OK,90
2020-08-02,TYLER-LONGVIEW TX,491
2020-08-02,VICTORIA TX,62
2020-08-02,WACO-TEMPLE-BRYAN TX,407
2020-08-09,ABILENE-SWEETWATER TX,135
2020-08-09,ALEXANDRIA LA,178
2020-08-09,AMARILLO TX,183
2020-08-09,AUSTIN TX,163
2020-08-09,All Other Suddenlink DMA Total,543
2020-08-09,BLUEFIELD-BECKLEY-OAK HILL WV,173
2020-08-09,CHARLESTON-HUNTINGTON WV,289
2020-08-09,DALLAS-FT WORTH TX,432
2020-08-09,EUREKA CA,99
2020-08-09,GREENVILLE-NEW BERN-WASH NC,349
2020-08-09,HOUSTON TX,600
2020-08-09,JONESBORO AR,65
2020-08-09,LAKE CHARLES LA,147
2020-08-09,LITTLE ROCK AR,277
2020-08-09,LUBBOCK TX,290
2020-08-09,MONROE-EL DORADO LA-AR,126
2020-08-09,"NEW YORK, NY",7833
2020-08-09,ODESSA-MIDLAND TX,185
2020-08-09,OKLAHOMA CITY OK,235
2020-08-09,PARKERSBURG WV,81
2020-08-09,PHOENIX AZ,341
2020-08-09,RALEIGH-DURHAM NC,159
2020-08-09,SAN ANGELO TX,115
2020-08-09,SHREVEPORT LA,227
2020-08-09,SPRINGFIELD MO,169
2020-08-09,ST JOSEPH MO,62
2020-08-09,TULSA OK,62
2020-08-09,TYLER-LONGVIEW TX,452
2020-08-09,VICTORIA TX,66
2020-08-09,WACO-TEMPLE-BRYAN TX,263
2020-08-16,ABILENE-SWEETWATER TX,165
2020-08-16,ALEXANDRIA LA,201
2020-08-16,AMARILLO TX,289
2020-08-16,AUSTIN TX,195
2020-08-16,All Other Suddenlink DMA Total,593
2020-08-16,BLUEFIELD-BECKLEY-OAK HILL WV,212
2020-08-16,CHARLESTON-HUNTINGTON WV,261
2020-08-16,DALLAS-FT WORTH TX,467
2020-08-16,EUREKA CA,107
2020-08-16,GREENVILLE-NEW BERN-WASH NC,433
2020-08-16,HOUSTON TX,449
2020-08-16,JONESBORO AR,108
2020-08-16,LAKE CHARLES LA,190
2020-08-16,LITTLE ROCK AR,316
2020-08-16,LUBBOCK TX,309
2020-08-16,MONROE-EL DORADO LA-AR,143
2020-08-16,"NEW YORK, NY",8543
2020-08-16,ODESSA-MIDLAND TX,243
2020-08-16,OKLAHOMA CITY OK,234
2020-08-16,PARKERSBURG WV,121
2020-08-16,PHOENIX AZ,396
2020-08-16,RALEIGH-DURHAM NC,153
2020-08-16,SAN ANGELO TX,140
2020-08-16,SHREVEPORT LA,248
2020-08-16,SPRINGFIELD MO,178
2020-08-16,ST JOSEPH MO,82
2020-08-16,TULSA OK,89
2020-08-16,TYLER-LONGVIEW TX,526
2020-08-16,VICTORIA TX,101
2020-08-16,WACO-TEMPLE-BRYAN TX,300
2020-08-23,ABILENE-SWEETWATER TX,152
2020-08-23,ALEXANDRIA LA,116
2020-08-23,AMARILLO TX,255
2020-08-23,AUSTIN TX,146
2020-08-23,All Other Suddenlink DMA Total,595
2020-08-23,BLUEFIELD-BECKLEY-OAK HILL WV,175
2020-08-23,CHARLESTON-HUNTINGTON WV,315
2020-08-23,DALLAS-FT WORTH TX,428
2020-08-23,EUREKA CA,108
2020-08-23,GREENVILLE-NEW BERN-WASH NC,357
2020-08-23,HOUSTON TX,311
2020-08-23,JONESBORO AR,92
2020-08-23,LAKE CHARLES LA,37
2020-08-23,LITTLE ROCK AR,248
2020-08-23,LUBBOCK TX,242
2020-08-23,MONROE-EL DORADO LA-AR,118
2020-08-23,"NEW YORK, NY",9279
2020-08-23,ODESSA-MIDLAND TX,174
2020-08-23,OKLAHOMA CITY OK,186
2020-08-23,PARKERSBURG WV,91
2020-08-23,PHOENIX AZ,305
2020-08-23,RALEIGH-DURHAM NC,138
2020-08-23,SAN ANGELO TX,96
2020-08-23,SHREVEPORT LA,189
2020-08-23,SPRINGFIELD MO,179
2020-08-23,ST JOSEPH MO,72
2020-08-23,TULSA OK,65
2020-08-23,TYLER-LONGVIEW TX,411
2020-08-23,VICTORIA TX,83
2020-08-23,WACO-TEMPLE-BRYAN TX,191
2020-08-30,ABILENE-SWEETWATER TX,145
2020-08-30,ALEXANDRIA LA,122
2020-08-30,AMARILLO TX,236
2020-08-30,AUSTIN TX,147
2020-08-30,All Other Suddenlink DMA Total,544
2020-08-30,BLUEFIELD-BECKLEY-OAK HILL WV,166
2020-08-30,CHARLESTON-HUNTINGTON WV,338
2020-08-30,DALLAS-FT WORTH TX,441
2020-08-30,EUREKA CA,81
2020-08-30,GREENVILLE-NEW BERN-WASH NC,320
2020-08-30,HOUSTON TX,320
2020-08-30,JONESBORO AR,103
2020-08-30,LAKE CHARLES LA,8
2020-08-30,LITTLE ROCK AR,273
2020-08-30,LUBBOCK TX,229
2020-08-30,MONROE-EL DORADO LA-AR,127
2020-08-30,"NEW YORK, NY",10010
2020-08-30,ODESSA-MIDLAND TX,171
2020-08-30,OKLAHOMA CITY OK,200
2020-08-30,PARKERSBURG WV,89
2020-08-30,PHOENIX AZ,337
2020-08-30,RALEIGH-DURHAM NC,129
2020-08-30,SAN ANGELO TX,80
2020-08-30,SHREVEPORT LA,220
2020-08-30,SPRINGFIELD MO,168
2020-08-30,ST JOSEPH MO,63
2020-08-30,TULSA OK,79
2020-08-30,TYLER-LONGVIEW TX,415
2020-08-30,VICTORIA TX,57
2020-08-30,WACO-TEMPLE-BRYAN TX,114
2020-09-06,ABILENE-SWEETWATER TX,101
