period,mmm_b2c_acq_dma,gross_add_tot,gross_add_true
2019-12-01,GREENVILLE-NEW BERN-WASH NC,541,435
2019-12-01,HOUSTON TX,612,496
2019-12-01,JONESBORO AR,254,202
2019-12-01,LAKE CHARLES LA,291,237
2019-12-01,LITTLE ROCK AR,393,315
2019-12-01,LUBBOCK TX,626,530
2019-12-01,MONROE-EL DORADO LA-AR,144,117
2019-12-01,ODESSA-MIDLAND TX,332,283
2019-12-01,OKLAHOMA CITY OK,296,242
2019-12-01,PARKERSBURG WV,157,123
2019-12-01,PHOENIX AZ,722,621
2019-12-01,RALEIGH-DURHAM NC,165,138
2019-12-01,SAN ANGELO TX,291,224
2019-12-01,SHREVEPORT LA,364,298
2019-12-01,SPRINGFIELD MO,271,232
2019-12-01,ST JOSEPH MO,144,113
2019-12-01,TULSA OK,141,124
2019-12-01,TYLER-LONGVIEW TX,654,511
2019-12-01,VICTORIA TX,127,96
2019-12-01,WACO-TEMPLE-BRYAN TX,338,286
2019-12-08,ABILENE-SWEETWATER TX,360,276
2019-12-08,ALEXANDRIA LA,231,189
2019-12-08,AMARILLO TX,469,371
2019-12-08,AUSTIN TX,321,295
2019-12-08,All Other Suddenlink DMA Total,725,626
2019-12-08,BLUEFIELD-BECKLEY-OAK HILL WV,220,185
2019-12-08,CHARLESTON-HUNTINGTON WV,559,457
2019-12-08,DALLAS-FT WORTH TX,626,563
2019-12-08,EUREKA CA,209,172
2019-12-08,GREENVILLE-NEW BERN-WASH NC,434,366
2019-12-08,HOUSTON TX,511,451
2019-12-08,JONESBORO AR,204,170
2019-12-08,LAKE CHARLES LA,331,268
2019-12-08,LITTLE ROCK AR,356,304
2019-12-08,LUBBOCK TX,524,447
2019-12-08,MONROE-EL DORADO LA-AR,130,115
2019-12-08,ODESSA-MIDLAND TX,285,247
2019-12-08,OKLAHOMA CITY OK,262,220
2019-12-08,PARKERSBURG WV,139,117
2019-12-08,PHOENIX AZ,578,505
2019-12-08,RALEIGH-DURHAM NC,143,124
2019-12-08,SAN ANGELO TX,250,204
2019-12-08,SHREVEPORT LA,338,287
2019-12-08,SPRINGFIELD MO,272,234
2019-12-08,ST JOSEPH MO,117,95
2019-12-08,TULSA OK,126,110
2019-12-08,TYLER-LONGVIEW TX,552,446
2019-12-08,VICTORIA TX,101,76
2019-12-08,WACO-TEMPLE-BRYAN TX,302,256
2019-12-15,ABILENE-SWEETWATER TX,302,237
2019-12-15,ALEXANDRIA LA,239,200
2019-12-15,AMARILLO TX,440,330
2019-12-15,AUSTIN TX,327,299
2019-12-15,All Other Suddenlink DMA Total,715,612
2019-12-15,BLUEFIELD-BECKLEY-OAK HILL WV,197,174
2019-12-15,CHARLESTON-HUNTINGTON WV,526,447
2019-12-15,DALLAS-FT WORTH TX,614,544
2019-12-15,EUREKA CA,158,124
2019-12-15,GREENVILLE-NEW BERN-WASH NC,471,392
2019-12-15,HOUSTON TX,513,432
2019-12-15,JONESBORO AR,190,153
2019-12-15,LAKE CHARLES LA,292,231
2019-12-15,LITTLE ROCK AR,387,335
2019-12-15,LUBBOCK TX,515,436
2019-12-15,MONROE-EL DORADO LA-AR,114,92
2019-12-15,ODESSA-MIDLAND TX,292,241
2019-12-15,OKLAHOMA CITY OK,276,220
2019-12-15,PARKERSBURG WV,128,108
2019-12-15,PHOENIX AZ,584,493
2019-12-15,RALEIGH-DURHAM NC,178,147
2019-12-15,SAN ANGELO TX,240,203
2019-12-15,SHREVEPORT LA,328,285
2019-12-15,SPRINGFIELD MO,221,191
2019-12-15,ST JOSEPH MO,116,96
2019-12-15,TULSA OK,122,105
2019-12-15,TYLER-LONGVIEW TX,564,464
2019-12-15,VICTORIA TX,104,79
2019-12-15,WACO-TEMPLE-BRYAN TX,292,231
2019-12-22,ABILENE-SWEETWATER TX,398,352
2019-12-22,ALEXANDRIA LA,188,146
2019-12-22,AMARILLO TX,387,331
2019-12-22,AUSTIN TX,261,244
2019-12-22,All Other Suddenlink DMA Total,631,556
2019-12-22,BLUEFIELD-BECKLEY-OAK HILL WV,153,125
2019-12-22,CHARLESTON-HUNTINGTON WV,452,389
2019-12-22,DALLAS-FT WORTH TX,469,415
2019-12-22,EUREKA CA,145,119
2019-12-22,GREENVILLE-NEW BERN-WASH NC,505,432
2019-12-22,HOUSTON TX,572,518
2019-12-22,JONESBORO AR,233,206
2019-12-22,LAKE CHARLES LA,269,224
2019-12-22,LITTLE ROCK AR,302,259
2019-12-22,LUBBOCK TX,715,657
2019-12-22,MONROE-EL DORADO LA-AR,111,94
2019-12-22,ODESSA-MIDLAND TX,220,194
2019-12-22,OKLAHOMA CITY OK,283,235
2019-12-22,PARKERSBURG WV,85,75
2019-12-22,PHOENIX AZ,537,483
2019-12-22,RALEIGH-DURHAM NC,121,108
2019-12-22,SAN ANGELO TX,401,373
2019-12-22,SHREVEPORT LA,316,287
2019-12-22,SPRINGFIELD MO,247,232
2019-12-22,ST JOSEPH MO,118,101
2019-12-22,TULSA OK,131,114
2019-12-22,TYLER-LONGVIEW TX,585,489
2019-12-22,VICTORIA TX,114,94
2019-12-22,WACO-TEMPLE-BRYAN TX,531,498
2019-12-29,ABILENE-SWEETWATER TX,289,228
2019-12-29,ALEXANDRIA LA,239,204
2019-12-29,AMARILLO TX,472,365
2019-12-29,AUSTIN TX,310,278
2019-12-29,All Other Suddenlink DMA Total,737,644
2019-12-29,BLUEFIELD-BECKLEY-OAK HILL WV,213,175
2019-12-29,CHARLESTON-HUNTINGTON WV,503,424
2019-12-29,DALLAS-FT WORTH TX,542,493
2019-12-29,EUREKA CA,171,145
2019-12-29,GREENVILLE-NEW BERN-WASH NC,459,384
2019-12-29,HOUSTON TX,515,448
2019-12-29,JONESBORO AR,198,172
2019-12-29,LAKE CHARLES LA,281,225
2019-12-29,LITTLE ROCK AR,322,272
2019-12-29,LUBBOCK TX,517,430
2019-12-29,MONROE-EL DORADO LA-AR,116,94
2019-12-29,ODESSA-MIDLAND TX,229,202
2019-12-29,OKLAHOMA CITY OK,306,253
2019-12-29,PARKERSBURG WV,122,103
2019-12-29,PHOENIX AZ,655,562
2019-12-29,RALEIGH-DURHAM NC,133,109
2019-12-29,SAN ANGELO TX,246,177
2019-12-29,SHREVEPORT LA,306,260
2019-12-29,SPRINGFIELD MO,254,212
2019-12-29,ST JOSEPH MO,121,103
2019-12-29,TULSA OK,114,94
2019-12-29,TYLER-LONGVIEW TX,595,478
2019-12-29,VICTORIA TX,133,113
2019-12-29,WACO-TEMPLE-BRYAN TX,408,350
2020-01-05,ABILENE-SWEETWATER TX,314,252
2020-01-05,ALEXANDRIA LA,236,199
2020-01-05,AMARILLO TX,466,382
2020-01-05,AUSTIN TX,285,254
2020-01-05,All Other Suddenlink DMA Total,784,701
2020-01-05,BLUEFIELD-BECKLEY-OAK HILL WV,248,201
2020-01-05,CHARLESTON-HUNTINGTON WV,567,485
2020-01-05,DALLAS-FT WORTH TX,588,539
2020-01-05,EUREKA CA,143,114
2020-01-05,GREENVILLE-NEW BERN-WASH NC,495,413
2020-01-05,HOUSTON TX,573,499
2020-01-05,JONESBORO AR,227,198
2020-01-05,LAKE CHARLES LA,311,262
2020-01-05,LITTLE ROCK AR,328,283
2020-01-05,LUBBOCK TX,555,465
2020-01-05,MONROE-EL DORADO LA-AR,159,132
2020-01-05,ODESSA-MIDLAND TX,295,259
2020-01-05,OKLAHOMA CITY OK,366,308
2020-01-05,PARKERSBURG WV,108,92
2020-01-05,PHOENIX AZ,718,622
2020-01-05,RALEIGH-DURHAM NC,148,130
2020-01-05,SAN ANGELO TX,255,210
2020-01-05,SHREVEPORT LA,352,292
2020-01-05,SPRINGFIELD MO,253,221
2020-01-05,ST JOSEPH MO,131,109
2020-01-05,TULSA OK,129,113
2020-01-05,TYLER-LONGVIEW TX,641,538
2020-01-05,VICTORIA TX,118,80
2020-01-05,WACO-TEMPLE-BRYAN TX,389,330
2020-01-12,ABILENE-SWEETWATER TX,280,218
2020-01-12,ALEXANDRIA LA,239,190
2020-01-12,AMARILLO TX,430,337
2020-01-12,AUSTIN TX,281,261
2020-01-12,All Other Suddenlink DMA Total,631,563
2020-01-12,BLUEFIELD-BECKLEY-OAK HILL WV,207,160
2020-01-12,CHARLESTON-HUNTINGTON WV,514,436
2020-01-12,DALLAS-FT WORTH TX,481,433
2020-01-12,EUREKA CA,161,129
2020-01-12,GREENVILLE-NEW BERN-WASH NC,404,330
2020-01-12,HOUSTON TX,533,466
2020-01-12,JONESBORO AR,201,165
2020-01-12,LAKE CHARLES LA,245,198
2020-01-12,LITTLE ROCK AR,309,263
2020-01-12,LUBBOCK TX,457,386
2020-01-12,MONROE-EL DORADO LA-AR,124,103
2020-01-12,ODESSA-MIDLAND TX,280,232
2020-01-12,OKLAHOMA CITY OK,291,238
2020-01-12,PARKERSBURG WV,107,95
2020-01-12,PHOENIX AZ,549,471
2020-01-12,RALEIGH-DURHAM NC,182,159
2020-01-12,SAN ANGELO TX,227,177
2020-01-12,SHREVEPORT LA,327,287
2020-01-12,SPRINGFIELD MO,225,209
2020-01-12,ST JOSEPH MO,93,77
2020-01-12,TULSA OK,109,92
2020-01-12,TYLER-LONGVIEW TX,568,459
2020-01-12,VICTORIA TX,140,88
2020-01-12,WACO-TEMPLE-BRYAN TX,323,287
2020-01-19,ABILENE-SWEETWATER TX,264,203
2020-01-19,ALEXANDRIA LA,193,152
2020-01-19,AMARILLO TX,370,290
2020-01-19,AUSTIN TX,259,233
2020-01-19,All Other Suddenlink DMA Total,596,517
2020-01-19,BLUEFIELD-BECKLEY-OAK HILL WV,149,123
2020-01-19,CHARLESTON-HUNTINGTON WV,498,409
2020-01-19,DALLAS-FT WORTH TX,474,430
2020-01-19,EUREKA CA,150,112
2020-01-19,GREENVILLE-NEW BERN-WASH NC,316,261
2020-01-19,HOUSTON TX,451,386
2020-01-19,JONESBORO AR,156,127
2020-01-19,LAKE CHARLES LA,223,181
2020-01-19,LITTLE ROCK AR,285,232
2020-01-19,LUBBOCK TX,433,362
2020-01-19,MONROE-EL DORADO LA-AR,128,106
2020-01-19,ODESSA-MIDLAND TX,216,174
2020-01-19,OKLAHOMA CITY OK,251,195
2020-01-19,PARKERSBURG WV,85,70
2020-01-19,PHOENIX AZ,477,399
2020-01-19,RALEIGH-DURHAM NC,164,141
2020-01-19,SAN ANGELO TX,195,143
2020-01-19,SHREVEPORT LA,277,234
2020-01-19,SPRINGFIELD MO,200,173
2020-01-19,ST JOSEPH MO,79,70
2020-01-19,TULSA OK,99,87
2020-01-19,TYLER-LONGVIEW TX,453,374
2020-01-19,VICTORIA TX,146,102
2020-01-19,WACO-TEMPLE-BRYAN TX,242,199
2020-01-26,ABILENE-SWEETWATER TX,318,235
2020-01-26,ALEXANDRIA LA,276,211
2020-01-26,AMARILLO TX,416,297
2020-01-26,AUSTIN TX,287,259
2020-01-26,All Other Suddenlink DMA Total,671,589
2020-01-26,BLUEFIELD-BECKLEY-OAK HILL WV,221,184
2020-01-26,CHARLESTON-HUNTINGTON WV,553,448
2020-01-26,DALLAS-FT WORTH TX,564,500
2020-01-26,EUREKA CA,184,140
2020-01-26,GREENVILLE-NEW BERN-WASH NC,477,368
2020-01-26,HOUSTON TX,548,446
2020-01-26,JONESBORO AR,233,185
2020-01-26,LAKE CHARLES LA,261,200
2020-01-26,LITTLE ROCK AR,348,275
2020-01-26,LUBBOCK TX,583,490
2020-01-26,MONROE-EL DORADO LA-AR,125,98
2020-01-26,ODESSA-MIDLAND TX,282,227
2020-01-26,OKLAHOMA CITY OK,259,195
2020-01-26,PARKERSBURG WV,133,101
2020-01-26,PHOENIX AZ,539,443
2020-01-26,RALEIGH-DURHAM NC,196,163
2020-01-26,SAN ANGELO TX,228,183
2020-01-26,SHREVEPORT LA,376,299
2020-01-26,SPRINGFIELD MO,275,233
2020-01-26,ST JOSEPH MO,109,90
2020-01-26,TULSA OK,124,108
2020-01-26,TYLER-LONGVIEW TX,646,507
2020-01-26,VICTORIA TX,156,99
2020-01-26,WACO-TEMPLE-BRYAN TX,336,286
2020-02-02,ABILENE-SWEETWATER TX,291,220
2020-02-02,ALEXANDRIA LA,251,192
2020-02-02,AMARILLO TX,412,293
2020-02-02,AUSTIN TX,278,259
2020-02-02,All Other Suddenlink DMA Total,648,562
2020-02-02,BLUEFIELD-BECKLEY-OAK HILL WV,209,177
2020-02-02,CHARLESTON-HUNTINGTON WV,553,450
2020-02-02,DALLAS-FT WORTH TX,546,483
2020-02-02,EUREKA CA,169,127
2020-02-02,GREENVILLE-NEW BERN-WASH NC,448,354
2020-02-02,HOUSTON TX,522,418
2020-02-02,JONESBORO AR,235,175
2020-02-02,LAKE CHARLES LA,309,225
2020-02-02,LITTLE ROCK AR,346,275
2020-02-02,LUBBOCK TX,441,335
2020-02-02,MONROE-EL DORADO LA-AR,130,108
2020-02-02,ODESSA-MIDLAND TX,248,201
2020-02-02,OKLAHOMA CITY OK,277,215
2020-02-02,PARKERSBURG WV,103,79
2020-02-02,PHOENIX AZ,516,447
2020-02-02,RALEIGH-DURHAM NC,171,137
2020-02-02,SAN ANGELO TX,203,153
2020-02-02,SHREVEPORT LA,362,302
2020-02-02,SPRINGFIELD MO,252,206
2020-02-02,ST JOSEPH MO,96,77
2020-02-02,TULSA OK,105,82
2020-02-02,TYLER-LONGVIEW TX,622,464
2020-02-02,VICTORIA TX,153,99
2020-02-02,WACO-TEMPLE-BRYAN TX,283,240
2020-02-09,ABILENE-SWEETWATER TX,268,211
2020-02-09,ALEXANDRIA LA,219,172
2020-02-09,AMARILLO TX,387,287
2020-02-09,AUSTIN TX,275,249
2020-02-09,All Other Suddenlink DMA Total,544,472
2020-02-09,BLUEFIELD-BECKLEY-OAK HILL WV,194,164
2020-02-09,CHARLESTON-HUNTINGTON WV,457,380
2020-02-09,DALLAS-FT WORTH TX,486,426
2020-02-09,EUREKA CA,143,107
2020-02-09,GREENVILLE-NEW BERN-WASH NC,398,327
2020-02-09,HOUSTON TX,451,372
2020-02-09,JONESBORO AR,181,146
2020-02-09,LAKE CHARLES LA,240,183
2020-02-09,LITTLE ROCK AR,266,213
2020-02-09,LUBBOCK TX,439,363
2020-02-09,MONROE-EL DORADO LA-AR,134,108
2020-02-09,ODESSA-MIDLAND TX,256,207
2020-02-09,OKLAHOMA CITY OK,269,218
2020-02-09,PARKERSBURG WV,107,83
2020-02-09,PHOENIX AZ,416,353
2020-02-09,RALEIGH-DURHAM NC,134,123
2020-02-09,SAN ANGELO TX,198,153
2020-02-09,SHREVEPORT LA,286,241
2020-02-09,SPRINGFIELD MO,182,148
2020-02-09,ST JOSEPH MO,86,72
2020-02-09,TULSA OK,92,77
2020-02-09,TYLER-LONGVIEW TX,524,425
2020-02-09,VICTORIA TX,127,82
2020-02-09,WACO-TEMPLE-BRYAN TX,281,227
2020-02-16,ABILENE-SWEETWATER TX,258,190
2020-02-16,ALEXANDRIA LA,197,159
2020-02-16,AMARILLO TX,375,288
2020-02-16,AUSTIN TX,281,250
2020-02-16,All Other Suddenlink DMA Total,504,427
2020-02-16,BLUEFIELD-BECKLEY-OAK HILL WV,188,156
2020-02-16,CHARLESTON-HUNTINGTON WV,448,357
2020-02-16,DALLAS-FT WORTH TX,495,431
2020-02-16,EUREKA CA,127,95
2020-02-16,GREENVILLE-NEW BERN-WASH NC,360,305
2020-02-16,HOUSTON TX,451,382
2020-02-16,JONESBORO AR,169,140
2020-02-16,LAKE CHARLES LA,211,165
2020-02-16,LITTLE ROCK AR,262,214
2020-02-16,LUBBOCK TX,479,386
2020-02-16,MONROE-EL DORADO LA-AR,126,106
2020-02-16,ODESSA-MIDLAND TX,247,206
2020-02-16,OKLAHOMA CITY OK,223,178
2020-02-16,PARKERSBURG WV,87,73
2020-02-16,PHOENIX AZ,377,327
2020-02-16,RALEIGH-DURHAM NC,121,103
2020-02-16,SAN ANGELO TX,229,177
2020-02-16,SHREVEPORT LA,272,226
2020-02-16,SPRINGFIELD MO,166,151
2020-02-16,ST JOSEPH MO,86,65
2020-02-16,TULSA OK,91,81
2020-02-16,TYLER-LONGVIEW TX,426,324
2020-02-16,VICTORIA TX,141,84
2020-02-16,WACO-TEMPLE-BRYAN TX,234,187
2020-02-23,ABILENE-SWEETWATER TX,346,240
2020-02-23,ALEXANDRIA LA,267,189
2020-02-23,AMARILLO TX,492,371
2020-02-23,AUSTIN TX,290,249
2020-02-23,All Other Suddenlink DMA Total,649,537
2020-02-23,BLUEFIELD-BECKLEY-OAK HILL WV,257,218
2020-02-23,CHARLESTON-HUNTINGTON WV,565,461
2020-02-23,DALLAS-FT WORTH TX,582,519
2020-02-23,EUREKA CA,162,135
2020-02-23,GREENVILLE-NEW BERN-WASH NC,547,420
2020-02-23,HOUSTON TX,574,481
2020-02-23,JONESBORO AR,248,198
2020-02-23,LAKE CHARLES LA,294,229
2020-02-23,LITTLE ROCK AR,453,371
2020-02-23,LUBBOCK TX,543,425
2020-02-23,MONROE-EL DORADO LA-AR,161,134
2020-02-23,ODESSA-MIDLAND TX,328,264
2020-02-23,OKLAHOMA CITY OK,313,247
2020-02-23,PARKERSBURG WV,116,90
2020-02-23,PHOENIX AZ,516,429
2020-02-23,RALEIGH-DURHAM NC,179,147
2020-02-23,SAN ANGELO TX,278,216
2020-02-23,SHREVEPORT LA,388,312
2020-02-23,SPRINGFIELD MO,271,231
2020-02-23,ST JOSEPH MO,139,109
2020-02-23,TULSA OK,127,103
2020-02-23,TYLER-LONGVIEW TX,673,515
2020-02-23,VICTORIA TX,168,108
2020-02-23,WACO-TEMPLE-BRYAN TX,378,308
2020-03-01,ABILENE-SWEETWATER TX,378,272
2020-03-01,ALEXANDRIA LA,312,248
2020-03-01,AMARILLO TX,529,380
2020-03-01,AUSTIN TX,321,285
2020-03-01,All Other Suddenlink DMA Total,796,667
2020-03-01,BLUEFIELD-BECKLEY-OAK HILL WV,260,219
2020-03-01,CHARLESTON-HUNTINGTON WV,653,520
2020-03-01,DALLAS-FT WORTH TX,708,608
2020-03-01,EUREKA CA,196,141
2020-03-01,GREENVILLE-NEW BERN-WASH NC,635,488
2020-03-01,HOUSTON TX,650,533
2020-03-01,JONESBORO AR,264,197
2020-03-01,LAKE CHARLES LA,370,274
2020-03-01,LITTLE ROCK AR,426,330
2020-03-01,LUBBOCK TX,591,469
2020-03-01,MONROE-EL DORADO LA-AR,196,158
2020-03-01,ODESSA-MIDLAND TX,390,341
2020-03-01,OKLAHOMA CITY OK,380,274
2020-03-01,PARKERSBURG WV,159,123
2020-03-01,PHOENIX AZ,585,491
2020-03-01,RALEIGH-DURHAM NC,247,210
2020-03-01,SAN ANGELO TX,267,199
2020-03-01,SHREVEPORT LA,458,385
2020-03-01,SPRINGFIELD MO,326,264
2020-03-01,ST JOSEPH MO,157,123
2020-03-01,TULSA OK,146,114
2020-03-01,TYLER-LONGVIEW TX,742,561
2020-03-01,VICTORIA TX,198,141
2020-03-01,WACO-TEMPLE-BRYAN TX,427,351
2020-03-08,ABILENE-SWEETWATER TX,332,246
2020-03-08,ALEXANDRIA LA,247,188
2020-03-08,AMARILLO TX,433,327
2020-03-08,AUSTIN TX,295,266
2020-03-08,All Other Suddenlink DMA Total,669,567
2020-03-08,BLUEFIELD-BECKLEY-OAK HILL WV,233,188
2020-03-08,CHARLESTON-HUNTINGTON WV,572,475
2020-03-08,DALLAS-FT WORTH TX,617,555
2020-03-08,EUREKA CA,144,117
2020-03-08,GREENVILLE-NEW BERN-WASH NC,541,447
2020-03-08,HOUSTON TX,561,477
2020-03-08,JONESBORO AR,233,183
2020-03-08,LAKE CHARLES LA,355,273
2020-03-08,LITTLE ROCK AR,370,311
2020-03-08,LUBBOCK TX,483,401
2020-03-08,MONROE-EL DORADO LA-AR,154,135
2020-03-08,ODESSA-MIDLAND TX,309,264
2020-03-08,OKLAHOMA CITY OK,320,255
2020-03-08,PARKERSBURG WV,122,96
2020-03-08,PHOENIX AZ,481,415
2020-03-08,RALEIGH-DURHAM NC,195,174
2020-03-08,SAN ANGELO TX,260,211
2020-03-08,SHREVEPORT LA,348,291
2020-03-08,SPRINGFIELD MO,268,235
2020-03-08,ST JOSEPH MO,118,96
2020-03-08,TULSA OK,130,108
2020-03-08,TYLER-LONGVIEW TX,729,590
2020-03-08,VICTORIA TX,164,125
2020-03-08,WACO-TEMPLE-BRYAN TX,713,652
2020-03-15,ABILENE-SWEETWATER TX,332,266
2020-03-15,ALEXANDRIA LA,248,200
2020-03-15,AMARILLO TX,480,373
2020-03-15,AUSTIN TX,343,307
2020-03-15,All Other Suddenlink DMA Total,801,700
2020-03-15,BLUEFIELD-BECKLEY-OAK HILL WV,236,192
2020-03-15,CHARLESTON-HUNTINGTON WV,628,535
2020-03-15,DALLAS-FT WORTH TX,710,636
2020-03-15,EUREKA CA,192,149
2020-03-15,GREENVILLE-NEW BERN-WASH NC,549,464
2020-03-15,HOUSTON TX,684,581
2020-03-15,JONESBORO AR,230,180
2020-03-15,LAKE CHARLES LA,324,264
2020-03-15,LITTLE ROCK AR,353,288
2020-03-15,LUBBOCK TX,517,428
2020-03-15,MONROE-EL DORADO LA-AR,146,122
2020-03-15,ODESSA-MIDLAND TX,299,245
2020-03-15,OKLAHOMA CITY OK,351,291
2020-03-15,PARKERSBURG WV,166,142
2020-03-15,PHOENIX AZ,550,464
2020-03-15,RALEIGH-DURHAM NC,189,164
2020-03-15,SAN ANGELO TX,304,261
2020-03-15,SHREVEPORT LA,367,302
2020-03-15,SPRINGFIELD MO,284,253
2020-03-15,ST JOSEPH MO,141,114
2020-03-15,TULSA OK,139,124
2020-03-15,TYLER-LONGVIEW TX,708,589
2020-03-15,VICTORIA TX,163,131
2020-03-15,WACO-TEMPLE-BRYAN TX,361,309
2020-03-22,ABILENE-SWEETWATER TX,414,331
2020-03-22,ALEXANDRIA LA,269,229
2020-03-22,AMARILLO TX,543,442
2020-03-22,AUSTIN TX,355,316
2020-03-22,All Other Suddenlink DMA Total,799,706
2020-03-22,BLUEFIELD-BECKLEY-OAK HILL WV,277,236
2020-03-22,CHARLESTON-HUNTINGTON WV,613,512
2020-03-22,DALLAS-FT WORTH TX,745,683
2020-03-22,EUREKA CA,202,169
2020-03-22,GREENVILLE-NEW BERN-WASH NC,563,457
2020-03-22,HOUSTON TX,698,612
2020-03-22,JONESBORO AR,251,211
2020-03-22,LAKE CHARLES LA,373,307
2020-03-22,LITTLE ROCK AR,435,371
2020-03-22,LUBBOCK TX,560,480
2020-03-22,MONROE-EL DORADO LA-AR,153,136
2020-03-22,ODESSA-MIDLAND TX,347,289
2020-03-22,OKLAHOMA CITY OK,354,307
2020-03-22,PARKERSBURG WV,149,116
2020-03-22,PHOENIX AZ,721,630
2020-03-22,RALEIGH-DURHAM NC,185,162
2020-03-22,SAN ANGELO TX,388,330
2020-03-22,SHREVEPORT LA,358,309
2020-03-22,SPRINGFIELD MO,320,284
2020-03-22,ST JOSEPH MO,162,141
2020-03-22,TULSA OK,126,106
2020-03-22,TYLER-LONGVIEW TX,775,658
2020-03-22,VICTORIA TX,180,140
2020-03-22,WACO-TEMPLE-BRYAN TX,373,318
2020-03-29,ABILENE-SWEETWATER TX,497,401
2020-03-29,ALEXANDRIA LA,275,227
2020-03-29,AMARILLO TX,563,435
2020-03-29,AUSTIN TX,312,288
2020-03-29,All Other Suddenlink DMA Total,749,654
2020-03-29,BLUEFIELD-BECKLEY-OAK HILL WV,240,193
2020-03-29,CHARLESTON-HUNTINGTON WV,670,565
2020-03-29,DALLAS-FT WORTH TX,798,723
2020-03-29,EUREKA CA,195,160
2020-03-29,GREENVILLE-NEW BERN-WASH NC,610,492
2020-03-29,HOUSTON TX,673,581
2020-03-29,JONESBORO AR,276,206
2020-03-29,LAKE CHARLES LA,374,291
2020-03-29,LITTLE ROCK AR,378,317
2020-03-29,LUBBOCK TX,584,481
2020-03-29,MONROE-EL DORADO LA-AR,173,136
2020-03-29,ODESSA-MIDLAND TX,332,263
2020-03-29,OKLAHOMA CITY OK,383,323
2020-03-29,PARKERSBURG WV,128,94
2020-03-29,PHOENIX AZ,718,616
2020-03-29,RALEIGH-DURHAM NC,196,171
2020-03-29,SAN ANGELO TX,344,273
2020-03-29,SHREVEPORT LA,398,316
2020-03-29,SPRINGFIELD MO,329,273
2020-03-29,ST JOSEPH MO,190,155
2020-03-29,TULSA OK,154,128
2020-03-29,TYLER-LONGVIEW TX,899,736
2020-03-29,VICTORIA TX,174,139
2020-03-29,WACO-TEMPLE-BRYAN TX,377,301
2020-04-05,ABILENE-SWEETWATER TX,372,299
2020-04-05,ALEXANDRIA LA,260,225
2020-04-05,AMARILLO TX,595,471
2020-04-05,AUSTIN TX,324,283
2020-04-05,All Other Suddenlink DMA Total,689,608
2020-04-05,BLUEFIELD-BECKLEY-OAK HILL WV,236,186
2020-04-05,CHARLESTON-HUNTINGTON WV,572,480
2020-04-05,DALLAS-FT WORTH TX,699,646
2020-04-05,EUREKA CA,156,121
2020-04-05,GREENVILLE-NEW BERN-WASH NC,608,517
2020-04-05,HOUSTON TX,597,542
2020-04-05,JONESBORO AR,258,196
2020-04-05,LAKE CHARLES LA,344,288
2020-04-05,LITTLE ROCK AR,427,359
2020-04-05,LUBBOCK TX,617,519
2020-04-05,MONROE-EL DORADO LA-AR,145,132
2020-04-05,ODESSA-MIDLAND TX,281,235
2020-04-05,OKLAHOMA CITY OK,353,290
2020-04-05,PARKERSBURG WV,119,101
2020-04-05,PHOENIX AZ,575,508
2020-04-05,RALEIGH-DURHAM NC,186,164
2020-04-05,SAN ANGELO TX,305,251
2020-04-05,SHREVEPORT LA,403,344
2020-04-05,SPRINGFIELD MO,306,264
2020-04-05,ST JOSEPH MO,136,113
2020-04-05,TULSA OK,137,121
2020-04-05,TYLER-LONGVIEW TX,810,686
2020-04-05,VICTORIA TX,196,144
2020-04-05,WACO-TEMPLE-BRYAN TX,432,358
2020-04-12,ABILENE-SWEETWATER TX,381,307
2020-04-12,ALEXANDRIA LA,230,195
2020-04-12,AMARILLO TX,532,428
2020-04-12,AUSTIN TX,402,368
2020-04-12,All Other Suddenlink DMA Total,701,617
2020-04-12,BLUEFIELD-BECKLEY-OAK HILL WV,233,195
2020-04-12,CHARLESTON-HUNTINGTON WV,504,424
2020-04-12,DALLAS-FT WORTH TX,589,551
2020-04-12,EUREKA CA,158,136
2020-04-12,GREENVILLE-NEW BERN-WASH NC,531,453
2020-04-12,HOUSTON TX,677,599
2020-04-12,JONESBORO AR,300,253
2020-04-12,LAKE CHARLES LA,326,276
2020-04-12,LITTLE ROCK AR,378,312
2020-04-12,LUBBOCK TX,604,493
2020-04-12,MONROE-EL DORADO LA-AR,141,131
2020-04-12,ODESSA-MIDLAND TX,266,221
2020-04-12,OKLAHOMA CITY OK,317,257
2020-04-12,PARKERSBURG WV,126,108
2020-04-12,PHOENIX AZ,594,524
2020-04-12,RALEIGH-DURHAM NC,199,173
2020-04-12,SAN ANGELO TX,278,216
2020-04-12,SHREVEPORT LA,332,290
2020-04-12,SPRINGFIELD MO,323,274
2020-04-12,ST JOSEPH MO,155,131
2020-04-12,TULSA OK,137,126
2020-04-12,TYLER-LONGVIEW TX,753,620
2020-04-12,VICTORIA TX,173,140
2020-04-12,WACO-TEMPLE-BRYAN TX,384,326
2020-04-19,ABILENE-SWEETWATER TX,330,266
2020-04-19,ALEXANDRIA LA,233,197
2020-04-19,AMARILLO TX,518,398
2020-04-19,AUSTIN TX,394,362
2020-04-19,All Other Suddenlink DMA Total,717,637
2020-04-19,BLUEFIELD-BECKLEY-OAK HILL WV,238,200
2020-04-19,CHARLESTON-HUNTINGTON WV,545,456
2020-04-19,DALLAS-FT WORTH TX,630,572
2020-04-19,EUREKA CA,143,116
